,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일
420819,2024-04-21,출발시간,0,ST-63,여의동_045_1,ST-71,여의동_050_1,1,5,460,여의동,여의동,0,1,일
421066,2024-04-21,출발시간,5,ST-71,여의동_050_1,ST-2350,노량진1동_010_1,1,29,5410,여의동,노량진1동,0,1,일
421140,2024-04-21,도착시간,5,ST-63,여의동_045_1,ST-71,여의동_050_1,1,5,460,여의동,여의동,0,1,일
421318,2024-04-21,출발시간,10,ST-52,여의동_001_6,ST-1970,여의동_003_3,1,5,825,여의동,여의동,0,1,일
421327,2024-04-21,출발시간,10,ST-62,여의동_017_1,ST-307,신길7동_001_2,1,8,2414,여의동,신길7동,0,1,일
421331,2024-04-21,출발시간,10,ST-73,여의동_009_1,ST-73,여의동_009_1,1,59,5333,여의동,여의동,0,1,일
421633,2024-04-21,출발시간,15,ST-47,여의동_001_4,ST-297,여의동_004_1,1,5,1292,여의동,여의동,0,1,일
421653,2024-04-21,출발시간,15,ST-62,여의동_017_1,ST-520,가양3동_011_3,1,46,9195,여의동,가양3동,0,1,일
421657,2024-04-21,출발시간,15,ST-73,여의동_009_1,ST-73,여의동_009_1,1,57,4990,여의동,여의동,0,1,일
421806,2024-04-21,도착시간,15,ST-52,여의동_001_6,ST-1970,여의동_003_3,1,5,825,여의동,여의동,0,1,일
421955,2024-04-21,출발시간,20,ST-63,여의동_045_1,ST-307,신길7동_001_2,1,5,1022,여의동,신길7동,0,1,일
422097,2024-04-21,도착시간,20,ST-47,여의동_001_4,ST-297,여의동_004_1,1,5,1292,여의동,여의동,0,1,일
422112,2024-04-21,도착시간,20,ST-62,여의동_017_1,ST-307,신길7동_001_2,1,8,2414,여의동,신길7동,0,1,일
422420,2024-04-21,도착시간,25,ST-63,여의동_045_1,ST-307,신길7동_001_2,1,5,1022,여의동,신길7동,0,1,일
422575,2024-04-21,출발시간,30,ST-3072,여의동_005_4,ST-3106,흑석동_027_1,1,33,4275,여의동,흑석동,0,1,일
422905,2024-04-21,출발시간,35,ST-53,여의동_034_2,ST-1150,노량진1동_041_1,1,34,5360,여의동,노량진1동,0,1,일
423073,2024-04-21,도착시간,35,ST-71,여의동_050_1,ST-2350,노량진1동_010_1,1,29,5410,여의동,노량진1동,0,1,일
423221,2024-04-21,출발시간,40,ST-70,여의동_016_1,ST-3160,여의동_026_1,1,5,672,여의동,여의동,0,1,일
423223,2024-04-21,출발시간,40,ST-73,여의동_009_1,ST-1188,북아현동_001_1,1,51,5200,여의동,북아현동,0,1,일
423686,2024-04-21,도착시간,45,ST-70,여의동_016_1,ST-3160,여의동_026_1,1,5,672,여의동,여의동,0,1,일
423837,2024-04-21,출발시간,50,ST-52,여의동_001_6,ST-1653,영등포동_001_1,1,9,1500,여의동,영등포동,0,1,일
423846,2024-04-21,출발시간,50,ST-73,여의동_009_1,ST-1188,북아현동_001_1,1,43,4932,여의동,북아현동,0,1,일
424120,2024-04-21,출발시간,55,ST-3239,여의동_005_7,ST-3072,여의동_005_4,1,6,640,여의동,여의동,0,0,일
424421,2024-04-21,출발시간,100,ST-2648,여의동_003_10,ST-2975,서강동_006_1,1,16,2791,여의동,서강동,1,2,일
424443,2024-04-21,출발시간,100,ST-3073,여의동_005_5,ST-1970,여의동_003_3,1,11,1412,여의동,여의동,1,2,일
424486,2024-04-21,출발시간,100,ST-73,여의동_009_1,ST-3062,연희동_047_2,1,40,5802,여의동,연희동,1,2,일
424613,2024-04-21,도착시간,100,ST-3239,여의동_005_7,ST-3072,여의동_005_4,1,6,640,여의동,여의동,1,2,일
424633,2024-04-21,도착시간,100,ST-52,여의동_001_6,ST-1653,영등포동_001_1,1,9,1500,여의동,영등포동,1,2,일
424640,2024-04-21,도착시간,100,ST-62,여의동_017_1,ST-520,가양3동_011_3,1,46,9195,여의동,가양3동,1,2,일
424908,2024-04-21,도착시간,105,ST-3072,여의동_005_4,ST-3106,흑석동_027_1,1,33,4275,여의동,흑석동,1,2,일
424940,2024-04-21,도착시간,105,ST-53,여의동_034_2,ST-1150,노량진1동_041_1,1,34,5360,여의동,노량진1동,1,2,일
425203,2024-04-21,도착시간,110,ST-3073,여의동_005_5,ST-1970,여의동_003_3,1,11,1412,여의동,여의동,1,2,일
425246,2024-04-21,도착시간,110,ST-73,여의동_009_1,ST-73,여의동_009_1,2,116,10324,여의동,여의동,1,2,일
425380,2024-04-21,출발시간,115,ST-55,여의동_005_10,ST-454,대조동_024_1,1,77,15254,여의동,대조동,1,2,일
425482,2024-04-21,도착시간,115,ST-2648,여의동_003_10,ST-2975,서강동_006_1,1,16,2791,여의동,서강동,1,2,일
425712,2024-04-21,출발시간,120,ST-72,여의동_005_15,ST-1321,영등포동_036_1,1,13,2094,여의동,영등포동,1,2,일
425908,2024-04-21,출발시간,125,ST-1969,여의동_003_2,ST-206,용강동_021_1,2,89,8775,여의동,용강동,1,2,일
426286,2024-04-21,출발시간,130,ST-70,여의동_016_1,ST-920,개봉1동_051_3,1,45,7108,여의동,개봉1동,1,2,일
426448,2024-04-21,도착시간,130,ST-73,여의동_009_1,ST-1188,북아현동_001_1,2,94,10132,여의동,북아현동,1,2,일
426737,2024-04-21,도착시간,135,ST-72,여의동_005_15,ST-1321,영등포동_036_1,1,13,2094,여의동,영등포동,1,2,일
427129,2024-04-21,출발시간,145,ST-63,여의동_045_1,ST-60,여의동_036_4,1,6,803,여의동,여의동,1,2,일
427130,2024-04-21,출발시간,145,ST-66,여의동_005_14,ST-693,흑석동_059_2,1,23,4540,여의동,흑석동,1,2,일
427264,2024-04-21,도착시간,145,ST-73,여의동_009_1,ST-3062,연희동_047_2,1,40,5802,여의동,연희동,1,2,일
427506,2024-04-21,도착시간,150,ST-63,여의동_045_1,ST-60,여의동_036_4,1,6,803,여의동,여의동,1,2,일
427631,2024-04-21,출발시간,155,ST-59,여의동_036_3,ST-3142,영등포본동_015_4,1,9,965,여의동,영등포본동,1,1,일
427873,2024-04-21,출발시간,200,ST-70,여의동_016_1,ST-68,여의동_058_1,1,7,563,여의동,여의동,2,3,일
428106,2024-04-21,출발시간,205,ST-3061,여의동_036_1,ST-2654,신대방2동_019_1,1,21,3689,여의동,신대방2동,2,3,일
428107,2024-04-21,출발시간,205,ST-3072,여의동_005_4,ST-202,공덕동_076_1,1,23,3281,여의동,공덕동,2,3,일
428269,2024-04-21,도착시간,205,ST-59,여의동_036_3,ST-3142,영등포본동_015_4,1,9,965,여의동,영등포본동,2,3,일
428485,2024-04-21,도착시간,210,ST-1969,여의동_003_2,ST-206,용강동_021_1,2,89,8775,여의동,용강동,2,3,일
428575,2024-04-21,도착시간,210,ST-66,여의동_005_14,ST-693,흑석동_059_2,1,23,4540,여의동,흑석동,2,3,일
428576,2024-04-21,도착시간,210,ST-70,여의동_016_1,ST-68,여의동_058_1,1,7,563,여의동,여의동,2,3,일
428805,2024-04-21,도착시간,215,ST-70,여의동_016_1,ST-920,개봉1동_051_3,1,45,7108,여의동,개봉1동,2,3,일
428912,2024-04-21,출발시간,220,ST-3072,여의동_005_4,ST-68,여의동_058_1,1,6,1570,여의동,여의동,2,3,일
428935,2024-04-21,출발시간,220,ST-73,여의동_009_1,ST-1519,화곡6동_005_1,1,42,9425,여의동,화곡6동,2,3,일
428936,2024-04-21,출발시간,220,ST-73,여의동_009_1,ST-1985,영등포본동_036_1,1,25,3966,여의동,영등포본동,2,3,일
429219,2024-04-21,출발시간,225,ST-73,여의동_009_1,ST-1519,화곡6동_005_1,2,81,19081,여의동,화곡6동,2,3,일
429331,2024-04-21,도착시간,225,ST-3061,여의동_036_1,ST-2654,신대방2동_019_1,1,21,3689,여의동,신대방2동,2,3,일
429332,2024-04-21,도착시간,225,ST-3072,여의동_005_4,ST-202,공덕동_076_1,1,23,3281,여의동,공덕동,2,3,일
429333,2024-04-21,도착시간,225,ST-3072,여의동_005_4,ST-68,여의동_058_1,1,6,1570,여의동,여의동,2,3,일
429460,2024-04-21,출발시간,230,ST-72,여의동_005_15,ST-59,여의동_036_3,1,5,1122,여의동,여의동,2,3,일
429674,2024-04-21,출발시간,235,ST-3072,여의동_005_4,ST-53,여의동_034_2,1,19,1731,여의동,여의동,2,3,일
429795,2024-04-21,도착시간,235,ST-55,여의동_005_10,ST-454,대조동_024_1,1,77,15254,여의동,대조동,2,3,일
429804,2024-04-21,도착시간,235,ST-72,여의동_005_15,ST-59,여의동_036_3,1,5,1122,여의동,여의동,2,3,일
430106,2024-04-21,출발시간,245,ST-67,여의동_061_1,ST-1545,노량진1동_001_1,1,22,3473,여의동,노량진1동,2,3,일
430209,2024-04-21,도착시간,245,ST-73,여의동_009_1,ST-1985,영등포본동_036_1,1,25,3966,여의동,영등포본동,2,3,일
430552,2024-04-21,도착시간,255,ST-3072,여의동_005_4,ST-53,여의동_034_2,1,19,1731,여의동,여의동,2,2,일
430669,2024-04-21,출발시간,300,ST-53,여의동_034_2,ST-298,신길7동_020_1,1,31,3120,여의동,신길7동,3,4,일
430982,2024-04-21,도착시간,305,ST-73,여의동_009_1,ST-1519,화곡6동_005_1,3,123,28506,여의동,화곡6동,3,4,일
431166,2024-04-21,도착시간,310,ST-67,여의동_061_1,ST-1545,노량진1동_001_1,1,22,3473,여의동,노량진1동,3,4,일
431268,2024-04-21,출발시간,315,ST-73,여의동_009_1,ST-2765,신정7동_028_1,1,47,8896,여의동,신정7동,3,4,일
431440,2024-04-21,출발시간,320,ST-3160,여의동_026_1,ST-2146,용강동_019_1,1,16,3210,여의동,용강동,3,4,일
431617,2024-04-21,출발시간,325,ST-59,여의동_036_3,ST-2958,양평1동_006_1,1,19,3480,여의동,양평1동,3,4,일
431956,2024-04-21,출발시간,335,ST-67,여의동_061_1,ST-202,공덕동_076_1,1,24,3382,여의동,공덕동,3,4,일
431959,2024-04-21,출발시간,335,ST-73,여의동_009_1,ST-2490,가양1동_002_3,1,40,10832,여의동,가양1동,3,4,일
431960,2024-04-21,출발시간,335,ST-73,여의동_009_1,ST-3117,신대방2동_029_1,1,52,7373,여의동,신대방2동,3,4,일
432046,2024-04-21,도착시간,335,ST-53,여의동_034_2,ST-298,신길7동_020_1,1,31,3120,여의동,신길7동,3,4,일
432184,2024-04-21,도착시간,340,ST-3160,여의동_026_1,ST-2146,용강동_019_1,1,16,3210,여의동,용강동,3,4,일
432250,2024-04-21,출발시간,345,ST-66,여의동_005_14,ST-3239,여의동_005_7,1,4,698,여의동,여의동,3,4,일
432331,2024-04-21,도착시간,345,ST-59,여의동_036_3,ST-2958,양평1동_006_1,1,19,3480,여의동,양평1동,3,4,일
432498,2024-04-21,도착시간,350,ST-66,여의동_005_14,ST-3239,여의동_005_7,1,4,698,여의동,여의동,3,4,일
432571,2024-04-21,출발시간,355,ST-46,여의동_001_3,ST-700,노량진1동_025_1,1,32,5122,여의동,노량진1동,3,3,일
432807,2024-04-21,도착시간,400,ST-67,여의동_061_1,ST-202,공덕동_076_1,1,24,3382,여의동,공덕동,4,5,일
432968,2024-04-21,도착시간,405,ST-73,여의동_009_1,ST-2765,신정7동_028_1,1,47,8896,여의동,신정7동,4,5,일
433236,2024-04-21,도착시간,415,ST-73,여의동_009_1,ST-2490,가양1동_002_3,1,40,10832,여의동,가양1동,4,5,일
433498,2024-04-21,도착시간,425,ST-46,여의동_001_3,ST-700,노량진1동_025_1,1,32,5122,여의동,노량진1동,4,5,일
433505,2024-04-21,도착시간,425,ST-73,여의동_009_1,ST-3117,신대방2동_029_1,1,52,7373,여의동,신대방2동,4,5,일
433773,2024-04-21,출발시간,440,ST-71,여의동_050_1,ST-67,여의동_061_1,1,6,916,여의동,여의동,4,5,일
433940,2024-04-21,도착시간,445,ST-71,여의동_050_1,ST-67,여의동_061_1,1,6,916,여의동,여의동,4,5,일
434168,2024-04-21,출발시간,500,ST-72,여의동_005_15,ST-699,노량진2동_015_1,1,12,1930,여의동,노량진2동,5,6,일
434416,2024-04-21,도착시간,510,ST-72,여의동_005_15,ST-699,노량진2동_015_1,1,12,1930,여의동,노량진2동,5,6,일
434476,2024-04-21,출발시간,515,ST-67,여의동_061_1,ST-71,여의동_050_1,1,4,953,여의동,여의동,5,6,일
434644,2024-04-21,도착시간,520,ST-67,여의동_061_1,ST-71,여의동_050_1,1,4,953,여의동,여의동,5,6,일
434693,2024-04-21,출발시간,525,ST-297,여의동_004_1,ST-204,용강동_030_1,1,16,2533,여의동,용강동,5,6,일
434696,2024-04-21,출발시간,525,ST-3061,여의동_036_1,ST-291,영등포본동_026_1,1,11,1839,여의동,영등포본동,5,6,일
435061,2024-04-21,출발시간,540,ST-53,여의동_034_2,ST-2822,영등포동_012_2,1,9,1644,여의동,영등포동,5,6,일
435107,2024-04-21,도착시간,540,ST-3061,여의동_036_1,ST-291,영등포본동_026_1,1,11,1839,여의동,영등포본동,5,6,일
435187,2024-04-21,출발시간,545,ST-70,여의동_016_1,ST-307,신길7동_001_2,1,5,940,여의동,신길7동,5,6,일
435189,2024-04-21,출발시간,545,ST-72,여의동_005_15,ST-66,여의동_005_14,1,102,8332,여의동,여의동,5,6,일
435235,2024-04-21,도착시간,545,ST-297,여의동_004_1,ST-204,용강동_030_1,1,16,2533,여의동,용강동,5,6,일
435301,2024-04-21,출발시간,550,ST-3073,여의동_005_5,ST-296,여의동_002_1,1,100,1331,여의동,여의동,5,6,일
435396,2024-04-21,도착시간,550,ST-53,여의동_034_2,ST-2822,영등포동_012_2,1,9,1644,여의동,영등포동,5,6,일
435482,2024-04-21,출발시간,555,ST-73,여의동_009_1,ST-1649,영등포동_012_1,2,70,7076,여의동,영등포동,5,5,일
435483,2024-04-21,출발시간,555,ST-73,여의동_009_1,ST-64,여의동_004_2,1,1,340,여의동,여의동,5,5,일
435545,2024-04-21,도착시간,555,ST-70,여의동_016_1,ST-307,신길7동_001_2,1,5,940,여의동,신길7동,5,5,일
435548,2024-04-21,도착시간,555,ST-73,여의동_009_1,ST-64,여의동_004_2,1,1,340,여의동,여의동,5,5,일
435612,2024-04-21,출발시간,600,ST-3072,여의동_005_4,ST-424,여의동_005_8,1,3,410,여의동,여의동,6,7,일
435833,2024-04-21,도착시간,605,ST-3072,여의동_005_4,ST-424,여의동_005_8,1,3,410,여의동,여의동,6,7,일
436068,2024-04-21,출발시간,615,ST-53,여의동_034_2,ST-47,여의동_001_4,1,3,768,여의동,여의동,6,7,일
436128,2024-04-21,도착시간,615,ST-53,여의동_034_2,ST-47,여의동_001_4,1,3,768,여의동,여의동,6,7,일
436215,2024-04-21,출발시간,620,ST-46,여의동_001_3,ST-47,여의동_001_4,1,3,405,여의동,여의동,6,7,일
436295,2024-04-21,도착시간,620,ST-46,여의동_001_3,ST-47,여의동_001_4,1,3,405,여의동,여의동,6,7,일
436359,2024-04-21,출발시간,625,ST-2813,여의동_052_1,ST-71,여의동_050_1,1,32,3515,여의동,여의동,6,7,일
436371,2024-04-21,출발시간,625,ST-3160,여의동_026_1,ST-67,여의동_061_1,1,4,714,여의동,여의동,6,7,일
436392,2024-04-21,출발시간,625,ST-72,여의동_005_15,ST-307,신길7동_001_2,1,3,531,여의동,신길7동,6,7,일
436458,2024-04-21,도착시간,625,ST-3160,여의동_026_1,ST-67,여의동_061_1,1,4,714,여의동,여의동,6,7,일
436478,2024-04-21,도착시간,625,ST-72,여의동_005_15,ST-307,신길7동_001_2,1,3,531,여의동,신길7동,6,7,일
436524,2024-04-21,출발시간,630,ST-1971,여의동_001_2,ST-295,당산2동_051_1,1,13,2240,여의동,당산2동,6,7,일
436563,2024-04-21,출발시간,630,ST-47,여의동_001_4,ST-2818,영등포동_016_1,1,52,11116,여의동,영등포동,6,7,일
436651,2024-04-21,도착시간,630,ST-73,여의동_009_1,ST-1649,영등포동_012_1,2,70,7076,여의동,영등포동,6,7,일
436924,2024-04-21,출발시간,640,ST-47,여의동_001_4,ST-296,여의동_002_1,1,3,388,여의동,여의동,6,7,일
436937,2024-04-21,출발시간,640,ST-64,여의동_004_2,ST-2814,여의동_055_1,1,37,1980,여의동,여의동,6,7,일
437034,2024-04-21,도착시간,640,ST-47,여의동_001_4,ST-296,여의동_002_1,1,3,388,여의동,여의동,6,7,일
437083,2024-04-21,출발시간,645,ST-1970,여의동_003_3,ST-46,여의동_001_3,1,5,439,여의동,여의동,6,7,일
437142,2024-04-21,출발시간,645,ST-53,여의동_034_2,ST-47,여의동_001_4,1,3,742,여의동,여의동,6,7,일
437146,2024-04-21,출발시간,645,ST-64,여의동_004_2,ST-3086,방배본동_015_1,1,18,5700,여의동,방배본동,6,7,일
437199,2024-04-21,도착시간,645,ST-1971,여의동_001_2,ST-295,당산2동_051_1,1,13,2240,여의동,당산2동,6,7,일
437431,2024-04-21,도착시간,650,ST-1970,여의동_003_3,ST-46,여의동_001_3,1,5,439,여의동,여의동,6,7,일
437487,2024-04-21,도착시간,650,ST-53,여의동_034_2,ST-47,여의동_001_4,1,3,742,여의동,여의동,6,7,일
437598,2024-04-21,출발시간,655,ST-55,여의동_005_10,ST-417,문래동_024_1,1,20,3555,여의동,문래동,6,6,일
437800,2024-04-21,출발시간,700,ST-53,여의동_034_2,ST-47,여의동_001_4,1,4,545,여의동,여의동,7,8,일
437869,2024-04-21,도착시간,700,ST-2813,여의동_052_1,ST-71,여의동_050_1,1,32,3515,여의동,여의동,7,8,일
437900,2024-04-21,도착시간,700,ST-64,여의동_004_2,ST-3086,방배본동_015_1,1,18,5700,여의동,방배본동,7,8,일
438003,2024-04-21,출발시간,705,ST-47,여의동_001_4,ST-2146,용강동_019_1,1,15,2710,여의동,용강동,7,8,일
438091,2024-04-21,도착시간,705,ST-53,여의동_034_2,ST-47,여의동_001_4,1,4,545,여의동,여의동,7,8,일
438188,2024-04-21,출발시간,710,ST-3061,여의동_036_1,ST-1990,영등포본동_015_3,1,15,1850,여의동,영등포본동,7,8,일
438223,2024-04-21,출발시간,710,ST-71,여의동_050_1,ST-67,여의동_061_1,1,6,830,여의동,여의동,7,8,일
438430,2024-04-21,출발시간,715,ST-3072,여의동_005_4,ST-3204,영등포동_036_2,1,7,1386,여의동,영등포동,7,8,일
438563,2024-04-21,도착시간,715,ST-55,여의동_005_10,ST-417,문래동_024_1,1,20,3555,여의동,문래동,7,8,일
438668,2024-04-21,출발시간,720,ST-2814,여의동_055_1,ST-426,당산2동_017_1,1,75,4100,여의동,당산2동,7,8,일
438813,2024-04-21,도착시간,720,ST-47,여의동_001_4,ST-2146,용강동_019_1,1,15,2710,여의동,용강동,7,8,일
438814,2024-04-21,도착시간,720,ST-47,여의동_001_4,ST-2818,영등포동_016_1,1,52,11116,여의동,영등포동,7,8,일
438824,2024-04-21,도착시간,720,ST-64,여의동_004_2,ST-2814,여의동_055_1,1,37,1980,여의동,여의동,7,8,일
438828,2024-04-21,도착시간,720,ST-71,여의동_050_1,ST-67,여의동_061_1,1,6,830,여의동,여의동,7,8,일
438981,2024-04-21,출발시간,725,ST-67,여의동_061_1,ST-73,여의동_009_1,1,58,8320,여의동,여의동,7,8,일
439081,2024-04-21,도착시간,725,ST-3061,여의동_036_1,ST-1990,영등포본동_015_3,1,15,1850,여의동,영등포본동,7,8,일
439083,2024-04-21,도착시간,725,ST-3072,여의동_005_4,ST-3204,영등포동_036_2,1,7,1386,여의동,영등포동,7,8,일
439112,2024-04-21,도착시간,725,ST-72,여의동_005_15,ST-66,여의동_005_14,1,102,8332,여의동,여의동,7,8,일
439161,2024-04-21,출발시간,730,ST-1970,여의동_003_3,ST-2899,여의동_005_2,1,6,1780,여의동,여의동,7,8,일
439222,2024-04-21,출발시간,730,ST-3072,여의동_005_4,ST-205,도화동_037_1,1,12,2489,여의동,도화동,7,8,일
439254,2024-04-21,출발시간,730,ST-73,여의동_009_1,ST-47,여의동_001_4,1,4,208,여의동,여의동,7,8,일
439364,2024-04-21,도착시간,730,ST-3073,여의동_005_5,ST-296,여의동_002_1,1,100,1331,여의동,여의동,7,8,일
439539,2024-04-21,출발시간,735,ST-60,여의동_036_4,ST-3061,여의동_036_1,1,55,7011,여의동,여의동,7,8,일
439541,2024-04-21,출발시간,735,ST-62,여의동_017_1,ST-3073,여의동_005_5,1,4,692,여의동,여의동,7,8,일
439546,2024-04-21,출발시간,735,ST-68,여의동_058_1,ST-2814,여의동_055_1,1,1,270,여의동,여의동,7,8,일
439685,2024-04-21,도착시간,735,ST-68,여의동_058_1,ST-2814,여의동_055_1,1,1,270,여의동,여의동,7,8,일
439688,2024-04-21,도착시간,735,ST-73,여의동_009_1,ST-47,여의동_001_4,1,4,208,여의동,여의동,7,8,일
439830,2024-04-21,출발시간,740,ST-3073,여의동_005_5,ST-63,여의동_045_1,1,94,2543,여의동,여의동,7,8,일
439861,2024-04-21,출발시간,740,ST-73,여의동_009_1,ST-70,여의동_016_1,1,4,590,여의동,여의동,7,8,일
439917,2024-04-21,도착시간,740,ST-1970,여의동_003_3,ST-2899,여의동_005_2,1,6,1780,여의동,여의동,7,8,일
439993,2024-04-21,도착시간,740,ST-62,여의동_017_1,ST-3073,여의동_005_5,1,4,692,여의동,여의동,7,8,일
440146,2024-04-21,출발시간,745,ST-2813,여의동_052_1,ST-3204,영등포동_036_2,1,12,2330,여의동,영등포동,7,8,일
440204,2024-04-21,출발시간,745,ST-70,여의동_016_1,ST-55,여의동_005_10,1,3,697,여의동,여의동,7,8,일
440208,2024-04-21,출발시간,745,ST-72,여의동_005_15,ST-307,신길7동_001_2,1,3,529,여의동,신길7동,7,8,일
440347,2024-04-21,도착시간,745,ST-3072,여의동_005_4,ST-205,도화동_037_1,1,12,2489,여의동,도화동,7,8,일
440388,2024-04-21,도착시간,745,ST-70,여의동_016_1,ST-55,여의동_005_10,1,3,697,여의동,여의동,7,8,일
440391,2024-04-21,도착시간,745,ST-72,여의동_005_15,ST-307,신길7동_001_2,1,3,529,여의동,신길7동,7,8,일
440392,2024-04-21,도착시간,745,ST-73,여의동_009_1,ST-70,여의동_016_1,1,4,590,여의동,여의동,7,8,일
440958,2024-04-21,출발시간,755,ST-73,여의동_009_1,ST-2814,여의동_055_1,1,6,949,여의동,여의동,7,7,일
441088,2024-04-21,도착시간,755,ST-2813,여의동_052_1,ST-3204,영등포동_036_2,1,12,2330,여의동,영등포동,7,7,일
441290,2024-04-21,출발시간,800,ST-2814,여의동_055_1,ST-536,화곡1동_060_1,1,52,11522,여의동,화곡1동,8,9,일
441307,2024-04-21,출발시간,800,ST-296,여의동_002_1,ST-162,광희동_001_1,1,55,10846,여의동,광희동,8,9,일
441319,2024-04-21,출발시간,800,ST-3160,여의동_026_1,ST-62,여의동_017_1,1,4,870,여의동,여의동,8,9,일
441359,2024-04-21,출발시간,800,ST-67,여의동_061_1,ST-73,여의동_009_1,1,5,729,여의동,여의동,8,9,일
441535,2024-04-21,도착시간,800,ST-73,여의동_009_1,ST-2814,여의동_055_1,1,6,949,여의동,여의동,8,9,일
441910,2024-04-21,도착시간,805,ST-3160,여의동_026_1,ST-62,여의동_017_1,1,4,870,여의동,여의동,8,9,일
441933,2024-04-21,도착시간,805,ST-67,여의동_061_1,ST-73,여의동_009_1,1,5,729,여의동,여의동,8,9,일
442495,2024-04-21,출발시간,815,ST-51,여의동_001_5,ST-2643,여의동_003_5,1,5,648,여의동,여의동,8,9,일
442499,2024-04-21,출발시간,815,ST-53,여의동_034_2,ST-67,여의동_061_1,1,12,2280,여의동,여의동,8,9,일
442905,2024-04-21,출발시간,820,ST-297,여의동_004_1,ST-2814,여의동_055_1,1,8,665,여의동,여의동,8,9,일
442923,2024-04-21,출발시간,820,ST-3239,여의동_005_7,ST-2813,여의동_052_1,1,30,6017,여의동,여의동,8,9,일
442966,2024-04-21,출발시간,820,ST-71,여의동_050_1,ST-307,신길7동_001_2,1,3,699,여의동,신길7동,8,9,일
442968,2024-04-21,출발시간,820,ST-73,여의동_009_1,ST-31,대흥동_005_2,1,25,3850,여의동,대흥동,8,9,일
443157,2024-04-21,도착시간,820,ST-51,여의동_001_5,ST-2643,여의동_003_5,1,5,648,여의동,여의동,8,9,일
443371,2024-04-21,출발시간,825,ST-3072,여의동_005_4,ST-413,당산1동_002_1,1,19,2727,여의동,당산1동,8,9,일
443651,2024-04-21,도착시간,825,ST-53,여의동_034_2,ST-67,여의동_061_1,1,12,2280,여의동,여의동,8,9,일
443665,2024-04-21,도착시간,825,ST-67,여의동_061_1,ST-73,여의동_009_1,1,58,8320,여의동,여의동,8,9,일
443668,2024-04-21,도착시간,825,ST-71,여의동_050_1,ST-307,신길7동_001_2,1,3,699,여의동,신길7동,8,9,일
443931,2024-04-21,출발시간,830,ST-51,여의동_001_5,ST-47,여의동_001_4,1,4,602,여의동,여의동,8,9,일
443954,2024-04-21,출발시간,830,ST-72,여의동_005_15,ST-68,여의동_058_1,1,8,761,여의동,여의동,8,9,일
443957,2024-04-21,출발시간,830,ST-73,여의동_009_1,ST-64,여의동_004_2,1,25,990,여의동,여의동,8,9,일
444098,2024-04-21,도착시간,830,ST-297,여의동_004_1,ST-2814,여의동_055_1,1,8,665,여의동,여의동,8,9,일
444158,2024-04-21,도착시간,830,ST-60,여의동_036_4,ST-3061,여의동_036_1,1,55,7011,여의동,여의동,8,9,일
444354,2024-04-21,출발시간,835,ST-2813,여의동_052_1,ST-71,여의동_050_1,1,2,510,여의동,여의동,8,9,일
444408,2024-04-21,출발시간,835,ST-3239,여의동_005_7,ST-204,용강동_030_1,1,12,2010,여의동,용강동,8,9,일
444585,2024-04-21,도착시간,835,ST-2813,여의동_052_1,ST-71,여의동_050_1,1,2,510,여의동,여의동,8,9,일
444586,2024-04-21,도착시간,835,ST-2814,여의동_055_1,ST-426,당산2동_017_1,1,75,4100,여의동,당산2동,8,9,일
444641,2024-04-21,도착시간,835,ST-51,여의동_001_5,ST-47,여의동_001_4,1,4,602,여의동,여의동,8,9,일
444883,2024-04-21,출발시간,840,ST-3061,여의동_036_1,ST-47,여의동_001_4,1,7,1042,여의동,여의동,8,9,일
444915,2024-04-21,출발시간,840,ST-46,여의동_001_3,ST-3239,여의동_005_7,2,127,5331,여의동,여의동,8,9,일
444924,2024-04-21,출발시간,840,ST-52,여의동_001_6,ST-69,여의동_051_2,1,10,1545,여의동,여의동,8,9,일
444934,2024-04-21,출발시간,840,ST-59,여의동_036_3,ST-59,여의동_036_3,1,3,47,여의동,여의동,8,9,일
445209,2024-04-21,도착시간,840,ST-72,여의동_005_15,ST-68,여의동_058_1,1,8,761,여의동,여의동,8,9,일
445322,2024-04-21,출발시간,845,ST-1970,여의동_003_3,ST-1520,화곡6동_037_1,1,42,5847,여의동,화곡6동,8,9,일
445415,2024-04-21,출발시간,845,ST-2814,여의동_055_1,ST-307,신길7동_001_2,1,9,1447,여의동,신길7동,8,9,일
445416,2024-04-21,출발시간,845,ST-2814,여의동_055_1,ST-67,여의동_061_1,1,40,8371,여의동,여의동,8,9,일
445484,2024-04-21,출발시간,845,ST-47,여의동_001_4,ST-67,여의동_061_1,1,9,1600,여의동,여의동,8,9,일
445501,2024-04-21,출발시간,845,ST-59,여의동_036_3,ST-53,여의동_034_2,1,5,634,여의동,여의동,8,9,일
445765,2024-04-21,도착시간,845,ST-3061,여의동_036_1,ST-47,여의동_001_4,1,7,1042,여의동,여의동,8,9,일
445766,2024-04-21,도착시간,845,ST-3072,여의동_005_4,ST-413,당산1동_002_1,1,19,2727,여의동,당산1동,8,9,일
445785,2024-04-21,도착시간,845,ST-3239,여의동_005_7,ST-204,용강동_030_1,1,12,2010,여의동,용강동,8,9,일
445820,2024-04-21,도착시간,845,ST-59,여의동_036_3,ST-59,여의동_036_3,1,3,47,여의동,여의동,8,9,일
