,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일
564305,2024-04-21,도착시간,1655,ST-3061,여의동_036_1,ST-1970,여의동_003_3,1,5,1234,여의동,여의동,16,16,일
564309,2024-04-21,도착시간,1655,ST-3072,여의동_005_4,ST-214,공덕동_011_1,1,26,4324,여의동,공덕동,16,16,일
564310,2024-04-21,도착시간,1655,ST-3072,여의동_005_4,ST-3030,양평1동_008_2,2,185,26310,여의동,양평1동,16,16,일
564311,2024-04-21,도착시간,1655,ST-3072,여의동_005_4,ST-919,고척1동_006_1,1,82,13140,여의동,고척1동,16,16,일
564362,2024-04-21,도착시간,1655,ST-3239,여의동_005_7,ST-3187,당산2동_004_1,1,16,3420,여의동,당산2동,16,16,일
564412,2024-04-21,도착시간,1655,ST-414,여의동_003_12,ST-2694,여의동_003_11,1,18,2409,여의동,여의동,16,16,일
564413,2024-04-21,도착시간,1655,ST-414,여의동_003_12,ST-279,양평2동_006_1,1,37,2686,여의동,양평2동,16,16,일
564432,2024-04-21,도착시간,1655,ST-47,여의동_001_4,ST-1343,원효로2동_027_1,2,51,5950,여의동,원효로2동,16,16,일
564433,2024-04-21,도착시간,1655,ST-47,여의동_001_4,ST-297,여의동_004_1,1,127,13375,여의동,여의동,16,16,일
564451,2024-04-21,도착시간,1655,ST-51,여의동_001_5,ST-3072,여의동_005_4,1,5,602,여의동,여의동,16,16,일
564458,2024-04-21,도착시간,1655,ST-52,여의동_001_6,ST-62,여의동_017_1,1,7,679,여의동,여의동,16,16,일
564475,2024-04-21,도착시간,1655,ST-55,여의동_005_10,ST-202,공덕동_076_1,1,21,3120,여의동,공덕동,16,16,일
564476,2024-04-21,도착시간,1655,ST-55,여의동_005_10,ST-300,신길6동_030_1,1,23,4151,여의동,신길6동,16,16,일
564477,2024-04-21,도착시간,1655,ST-55,여의동_005_10,ST-59,여의동_036_3,1,4,960,여의동,여의동,16,16,일
564510,2024-04-21,도착시간,1655,ST-67,여의동_061_1,ST-216,신촌동_007_1,1,31,5840,여의동,신촌동,16,16,일
564511,2024-04-21,도착시간,1655,ST-67,여의동_061_1,ST-64,여의동_004_2,1,3,351,여의동,여의동,16,16,일
564526,2024-04-21,도착시간,1655,ST-71,여의동_050_1,ST-71,여의동_050_1,1,18,1560,여의동,여의동,16,16,일
564527,2024-04-21,도착시간,1655,ST-72,여의동_005_15,ST-307,신길7동_001_2,3,333,39328,여의동,신길7동,16,16,일
564531,2024-04-21,도착시간,1655,ST-73,여의동_009_1,ST-1649,영등포동_012_1,2,36,5762,여의동,영등포동,16,16,일
564532,2024-04-21,도착시간,1655,ST-73,여의동_009_1,ST-207,대흥동_016_1,1,79,6240,여의동,대흥동,16,16,일
564533,2024-04-21,도착시간,1655,ST-73,여의동_009_1,ST-683,노량진1동_001_3,1,27,3061,여의동,노량진1동,16,16,일
564534,2024-04-21,도착시간,1655,ST-73,여의동_009_1,ST-73,여의동_009_1,1,4,24,여의동,여의동,16,16,일
564535,2024-04-21,도착시간,1655,ST-73,여의동_009_1,ST-754,방배2동_048_1,1,84,13054,여의동,방배2동,16,16,일
564851,2024-04-21,출발시간,1700,ST-1969,여의동_003_2,ST-1344,한남동_035_1,2,151,23690,여의동,한남동,17,18,일
564852,2024-04-21,출발시간,1700,ST-1971,여의동_001_2,ST-73,여의동_009_1,1,10,1190,여의동,여의동,17,18,일
565019,2024-04-21,출발시간,1700,ST-2645,여의동_003_7,ST-50,여의동_034_1,1,3,470,여의동,여의동,17,18,일
565020,2024-04-21,출발시간,1700,ST-2646,여의동_003_8,ST-2646,여의동_003_8,1,11,1265,여의동,여의동,17,18,일
565067,2024-04-21,출발시간,1700,ST-2814,여의동_055_1,ST-73,여의동_009_1,1,44,4070,여의동,여의동,17,18,일
565114,2024-04-21,출발시간,1700,ST-297,여의동_004_1,ST-1999,목2동_038_1,1,37,5970,여의동,목2동,17,18,일
565134,2024-04-21,출발시간,1700,ST-3072,여의동_005_4,ST-918,구로4동_006_2,1,55,26090,여의동,구로4동,17,18,일
565135,2024-04-21,출발시간,1700,ST-3073,여의동_005_5,ST-1321,영등포동_036_1,1,61,7410,여의동,영등포동,17,18,일
565174,2024-04-21,출발시간,1700,ST-3239,여의동_005_7,ST-2154,용강동_018_1,1,29,2408,여의동,용강동,17,18,일
565240,2024-04-21,출발시간,1700,ST-46,여의동_001_3,ST-1522,개봉2동_039_1,1,56,18396,여의동,개봉2동,17,18,일
565252,2024-04-21,출발시간,1700,ST-51,여의동_001_5,ST-3142,영등포본동_015_4,2,42,4386,여의동,영등포본동,17,18,일
565260,2024-04-21,출발시간,1700,ST-53,여의동_034_2,ST-53,여의동_034_2,1,26,1830,여의동,여의동,17,18,일
565269,2024-04-21,출발시간,1700,ST-55,여의동_005_10,ST-426,당산2동_017_1,1,99,12648,여의동,당산2동,17,18,일
565270,2024-04-21,출발시간,1700,ST-55,여의동_005_10,ST-59,여의동_036_3,1,5,1079,여의동,여의동,17,18,일
565283,2024-04-21,출발시간,1700,ST-59,여의동_036_3,ST-55,여의동_005_10,3,227,32283,여의동,여의동,17,18,일
565296,2024-04-21,출발시간,1700,ST-64,여의동_004_2,ST-18,서교동_002_1,2,97,15251,여의동,서교동,17,18,일
565297,2024-04-21,출발시간,1700,ST-64,여의동_004_2,ST-3160,여의동_026_1,1,58,540,여의동,여의동,17,18,일
565314,2024-04-21,출발시간,1700,ST-69,여의동_051_2,ST-67,여의동_061_1,1,4,650,여의동,여의동,17,18,일
565328,2024-04-21,출발시간,1700,ST-73,여의동_009_1,ST-73,여의동_009_1,2,38,4710,여의동,여의동,17,18,일
565668,2024-04-21,도착시간,1700,ST-1971,여의동_001_2,ST-1971,여의동_001_2,2,129,6910,여의동,여의동,17,18,일
565845,2024-04-21,도착시간,1700,ST-2645,여의동_003_7,ST-50,여의동_034_1,1,3,470,여의동,여의동,17,18,일
565888,2024-04-21,도착시간,1700,ST-2814,여의동_055_1,ST-64,여의동_004_2,1,57,760,여의동,여의동,17,18,일
565932,2024-04-21,도착시간,1700,ST-296,여의동_002_1,ST-2396,신정6동_019_3,1,52,12149,여의동,신정6동,17,18,일
565933,2024-04-21,도착시간,1700,ST-297,여의동_004_1,ST-919,고척1동_006_1,1,59,13533,여의동,고척1동,17,18,일
565952,2024-04-21,도착시간,1700,ST-3061,여의동_036_1,ST-3238,영등포동_035_1,1,13,1590,여의동,영등포동,17,18,일
565954,2024-04-21,도착시간,1700,ST-3072,여의동_005_4,ST-3142,영등포본동_015_4,2,22,3361,여의동,영등포본동,17,18,일
565974,2024-04-21,도착시간,1700,ST-3160,여의동_026_1,ST-62,여의동_017_1,1,5,663,여의동,여의동,17,18,일
565986,2024-04-21,도착시간,1700,ST-3239,여의동_005_7,ST-73,여의동_009_1,1,89,6620,여의동,여의동,17,18,일
566042,2024-04-21,도착시간,1700,ST-47,여의동_001_4,ST-3142,영등포본동_015_4,1,18,2771,여의동,영등포본동,17,18,일
566062,2024-04-21,도착시간,1700,ST-51,여의동_001_5,ST-52,여의동_001_6,1,64,690,여의동,여의동,17,18,일
566067,2024-04-21,도착시간,1700,ST-52,여의동_001_6,ST-53,여의동_034_2,1,14,381,여의동,여의동,17,18,일
566068,2024-04-21,도착시간,1700,ST-52,여의동_001_6,ST-62,여의동_017_1,1,8,815,여의동,여의동,17,18,일
566071,2024-04-21,도착시간,1700,ST-53,여의동_034_2,ST-53,여의동_034_2,1,52,3800,여의동,여의동,17,18,일
566093,2024-04-21,도착시간,1700,ST-64,여의동_004_2,ST-2240,이촌2동_011_2,2,90,9187,여의동,이촌2동,17,18,일
566100,2024-04-21,도착시간,1700,ST-67,여의동_061_1,ST-2814,여의동_055_1,1,58,4760,여의동,여의동,17,18,일
566116,2024-04-21,도착시간,1700,ST-72,여의동_005_15,ST-64,여의동_004_2,1,20,2408,여의동,여의동,17,18,일
566118,2024-04-21,도착시간,1700,ST-73,여의동_009_1,ST-295,당산2동_051_1,3,83,10754,여의동,당산2동,17,18,일
566119,2024-04-21,도착시간,1700,ST-73,여의동_009_1,ST-73,여의동_009_1,2,55,5554,여의동,여의동,17,18,일
566426,2024-04-21,출발시간,1705,ST-1969,여의동_003_2,ST-641,가산동_006_5,1,67,14717,여의동,가산동,17,18,일
566711,2024-04-21,출발시간,1705,ST-296,여의동_002_1,ST-992,아현동_007_2,1,39,5452,여의동,아현동,17,18,일
566714,2024-04-21,출발시간,1705,ST-297,여의동_004_1,ST-3160,여의동_026_1,1,36,1087,여의동,여의동,17,18,일
566715,2024-04-21,출발시간,1705,ST-297,여의동_004_1,ST-3238,영등포동_035_1,1,35,3960,여의동,영등포동,17,18,일
566743,2024-04-21,출발시간,1705,ST-3073,여의동_005_5,ST-1321,영등포동_036_1,1,60,7108,여의동,영등포동,17,18,일
566779,2024-04-21,출발시간,1705,ST-3239,여의동_005_7,ST-204,용강동_030_1,1,68,3610,여의동,용강동,17,18,일
566780,2024-04-21,출발시간,1705,ST-3239,여의동_005_7,ST-213,공덕동_016_1,1,38,3857,여의동,공덕동,17,18,일
566781,2024-04-21,출발시간,1705,ST-3239,여의동_005_7,ST-2177,한강로동_008_1,1,44,5219,여의동,한강로동,17,18,일
566782,2024-04-21,출발시간,1705,ST-3239,여의동_005_7,ST-455,응암1동_032_1,1,108,4480,여의동,응암1동,17,18,일
566783,2024-04-21,출발시간,1705,ST-3239,여의동_005_7,ST-52,여의동_001_6,2,20,2340,여의동,여의동,17,18,일
566827,2024-04-21,출발시간,1705,ST-414,여의동_003_12,ST-2006,신정2동_021_1,1,45,5534,여의동,신정2동,17,18,일
566841,2024-04-21,출발시간,1705,ST-46,여의동_001_3,ST-1270,신림동_030_1,2,139,10959,여의동,신림동,17,18,일
566842,2024-04-21,출발시간,1705,ST-46,여의동_001_3,ST-73,여의동_009_1,2,71,6616,여의동,여의동,17,18,일
566846,2024-04-21,출발시간,1705,ST-47,여의동_001_4,ST-307,신길7동_001_2,1,77,2913,여의동,신길7동,17,18,일
566873,2024-04-21,출발시간,1705,ST-55,여의동_005_10,ST-2822,영등포동_012_2,2,31,4751,여의동,영등포동,17,18,일
566874,2024-04-21,출발시간,1705,ST-55,여의동_005_10,ST-3235,영등포동_019_1,3,50,5644,여의동,영등포동,17,18,일
566885,2024-04-21,출발시간,1705,ST-59,여의동_036_3,ST-306,영등포동_037_1,1,6,111,여의동,영등포동,17,18,일
566900,2024-04-21,출발시간,1705,ST-66,여의동_005_14,ST-72,여의동_005_15,1,4,573,여의동,여의동,17,18,일
566914,2024-04-21,출발시간,1705,ST-69,여의동_051_2,ST-699,노량진2동_015_1,1,14,2335,여의동,노량진2동,17,18,일
566924,2024-04-21,출발시간,1705,ST-71,여의동_050_1,ST-1653,영등포동_001_1,1,25,4183,여의동,영등포동,17,18,일
566930,2024-04-21,출발시간,1705,ST-73,여의동_009_1,ST-73,여의동_009_1,1,31,4364,여의동,여의동,17,18,일
567257,2024-04-21,도착시간,1705,ST-1971,여의동_001_2,ST-2530,서강동_028_1,1,26,2022,여의동,서강동,17,18,일
567412,2024-04-21,도착시간,1705,ST-2646,여의동_003_8,ST-73,여의동_009_1,1,13,2183,여의동,여의동,17,18,일
567449,2024-04-21,도착시간,1705,ST-2813,여의동_052_1,ST-2813,여의동_052_1,1,80,3700,여의동,여의동,17,18,일
567450,2024-04-21,도착시간,1705,ST-2814,여의동_055_1,ST-2813,여의동_052_1,1,41,1930,여의동,여의동,17,18,일
567503,2024-04-21,도착시간,1705,ST-297,여의동_004_1,ST-297,여의동_004_1,1,98,3410,여의동,여의동,17,18,일
567504,2024-04-21,도착시간,1705,ST-297,여의동_004_1,ST-322,원효로2동_007_1,1,16,2173,여의동,원효로2동,17,18,일
567505,2024-04-21,도착시간,1705,ST-297,여의동_004_1,ST-3239,여의동_005_7,1,56,900,여의동,여의동,17,18,일
567535,2024-04-21,도착시간,1705,ST-3072,여의동_005_4,ST-3072,여의동_005_4,1,19,2885,여의동,여의동,17,18,일
567536,2024-04-21,도착시간,1705,ST-3072,여의동_005_4,ST-663,신도림동_008_1,2,323,25804,여의동,신도림동,17,18,일
567537,2024-04-21,도착시간,1705,ST-3073,여의동_005_5,ST-207,대흥동_016_1,1,35,7320,여의동,대흥동,17,18,일
567576,2024-04-21,도착시간,1705,ST-3239,여의동_005_7,ST-295,당산2동_051_1,1,14,3090,여의동,당산2동,17,18,일
567658,2024-04-21,도착시간,1705,ST-51,여의동_001_5,ST-396,휘경2동_032_2,1,98,24299,여의동,휘경2동,17,18,일
567664,2024-04-21,도착시간,1705,ST-52,여의동_001_6,ST-3017,합정동_025_1,1,52,4697,여의동,합정동,17,18,일
567669,2024-04-21,도착시간,1705,ST-53,여의동_034_2,ST-53,여의동_034_2,1,128,7890,여의동,여의동,17,18,일
567677,2024-04-21,도착시간,1705,ST-55,여의동_005_10,ST-1731,목1동_003_1,2,118,22490,여의동,목1동,17,18,일
567678,2024-04-21,도착시간,1705,ST-55,여의동_005_10,ST-59,여의동_036_3,1,5,1079,여의동,여의동,17,18,일
567707,2024-04-21,도착시간,1705,ST-69,여의동_051_2,ST-67,여의동_061_1,1,4,650,여의동,여의동,17,18,일
567708,2024-04-21,도착시간,1705,ST-70,여의동_016_1,ST-66,여의동_005_14,1,25,1190,여의동,여의동,17,18,일
567712,2024-04-21,도착시간,1705,ST-71,여의동_050_1,ST-51,여의동_001_5,1,14,1910,여의동,여의동,17,18,일
567713,2024-04-21,도착시간,1705,ST-71,여의동_050_1,ST-71,여의동_050_1,1,8,460,여의동,여의동,17,18,일
567720,2024-04-21,도착시간,1705,ST-72,여의동_005_15,ST-3085,명일1동_010_4,1,109,31670,여의동,명일1동,17,18,일
567725,2024-04-21,도착시간,1705,ST-73,여의동_009_1,ST-520,가양3동_011_3,1,40,7510,여의동,가양3동,17,18,일
567726,2024-04-21,도착시간,1705,ST-73,여의동_009_1,ST-73,여의동_009_1,2,96,16378,여의동,여의동,17,18,일
568377,2024-04-21,출발시간,1710,ST-297,여의동_004_1,ST-297,여의동_004_1,1,62,8721,여의동,여의동,17,18,일
568378,2024-04-21,출발시간,1710,ST-297,여의동_004_1,ST-328,남영동_006_1,1,43,7202,여의동,남영동,17,18,일
568405,2024-04-21,출발시간,1710,ST-3072,여의동_005_4,ST-3163,목1동_040_2,2,112,21445,여의동,목1동,17,18,일
568495,2024-04-21,출발시간,1710,ST-414,여의동_003_12,ST-278,양평2동_039_1,1,14,2540,여의동,양평2동,17,18,일
568499,2024-04-21,출발시간,1710,ST-424,여의동_005_8,ST-1321,영등포동_036_1,1,10,1548,여의동,영등포동,17,18,일
568521,2024-04-21,출발시간,1710,ST-47,여의동_001_4,ST-2694,여의동_003_11,1,6,933,여의동,여의동,17,18,일
568522,2024-04-21,출발시간,1710,ST-47,여의동_001_4,ST-300,신길6동_030_1,1,101,14741,여의동,신길6동,17,18,일
568524,2024-04-21,출발시간,1710,ST-47,여의동_001_4,ST-52,여의동_001_6,2,106,8434,여의동,여의동,17,18,일
568525,2024-04-21,출발시간,1710,ST-47,여의동_001_4,ST-64,여의동_004_2,1,9,1307,여의동,여의동,17,18,일
568548,2024-04-21,출발시간,1710,ST-53,여의동_034_2,ST-53,여의동_034_2,1,31,2910,여의동,여의동,17,18,일
568555,2024-04-21,출발시간,1710,ST-55,여의동_005_10,ST-206,용강동_021_1,1,17,3050,여의동,용강동,17,18,일
568556,2024-04-21,출발시간,1710,ST-55,여의동_005_10,ST-66,여의동_005_14,1,14,644,여의동,여의동,17,18,일
568573,2024-04-21,출발시간,1710,ST-62,여의동_017_1,ST-2240,이촌2동_011_2,2,107,5489,여의동,이촌2동,17,18,일
568574,2024-04-21,출발시간,1710,ST-63,여의동_045_1,ST-307,신길7동_001_2,2,13,1650,여의동,신길7동,17,18,일
568580,2024-04-21,출발시간,1710,ST-66,여의동_005_14,ST-70,여의동_016_1,1,55,2026,여의동,여의동,17,18,일
568893,2024-04-21,도착시간,1710,ST-1971,여의동_001_2,ST-73,여의동_009_1,1,10,1190,여의동,여의동,17,18,일
569086,2024-04-21,도착시간,1710,ST-2646,여의동_003_8,ST-2646,여의동_003_8,1,11,1265,여의동,여의동,17,18,일
569182,2024-04-21,도착시간,1710,ST-3073,여의동_005_5,ST-3235,영등포동_019_1,1,55,2928,여의동,영등포동,17,18,일
569201,2024-04-21,도착시간,1710,ST-3160,여의동_026_1,ST-2168,서교동_001_1,2,102,13183,여의동,서교동,17,18,일
569223,2024-04-21,도착시간,1710,ST-3239,여의동_005_7,ST-1923,잠원동_020_1,2,103,17988,여의동,잠원동,17,18,일
569224,2024-04-21,도착시간,1710,ST-3239,여의동_005_7,ST-519,가양3동_011_2,1,40,7635,여의동,가양3동,17,18,일
569284,2024-04-21,도착시간,1710,ST-47,여의동_001_4,ST-47,여의동_001_4,9,535,50270,여의동,여의동,17,18,일
569302,2024-04-21,도착시간,1710,ST-53,여의동_034_2,ST-50,여의동_034_1,1,97,3370,여의동,여의동,17,18,일
569313,2024-04-21,도착시간,1710,ST-59,여의동_036_3,ST-306,영등포동_037_1,1,6,111,여의동,영등포동,17,18,일
569337,2024-04-21,도착시간,1710,ST-66,여의동_005_14,ST-72,여의동_005_15,1,4,573,여의동,여의동,17,18,일
569353,2024-04-21,도착시간,1710,ST-73,여의동_009_1,ST-73,여의동_009_1,3,316,38392,여의동,여의동,17,18,일
569690,2024-04-21,출발시간,1715,ST-1971,여의동_001_2,ST-1733,신도림동_033_1,2,104,22990,여의동,신도림동,17,18,일
569845,2024-04-21,출발시간,1715,ST-2648,여의동_003_10,ST-414,여의동_003_12,1,3,1570,여의동,여의동,17,18,일
569909,2024-04-21,출발시간,1715,ST-2813,여의동_052_1,ST-55,여의동_005_10,1,6,1081,여의동,여의동,17,18,일
569910,2024-04-21,출발시간,1715,ST-2814,여의동_055_1,ST-683,노량진1동_001_3,1,44,11210,여의동,노량진1동,17,18,일
569955,2024-04-21,출발시간,1715,ST-297,여의동_004_1,ST-297,여의동_004_1,1,63,8207,여의동,여의동,17,18,일
569956,2024-04-21,출발시간,1715,ST-297,여의동_004_1,ST-442,서빙고동_012_1,1,105,11737,여의동,서빙고동,17,18,일
569993,2024-04-21,출발시간,1715,ST-3073,여의동_005_5,ST-1228,개봉1동_062_1,1,75,14002,여의동,개봉1동,17,18,일
569994,2024-04-21,출발시간,1715,ST-3073,여의동_005_5,ST-205,도화동_037_1,2,53,5636,여의동,도화동,17,18,일
569995,2024-04-21,출발시간,1715,ST-3073,여의동_005_5,ST-296,여의동_002_1,1,10,20,여의동,여의동,17,18,일
570025,2024-04-21,출발시간,1715,ST-3160,여의동_026_1,ST-73,여의동_009_1,2,8,780,여의동,여의동,17,18,일
570094,2024-04-21,출발시간,1715,ST-424,여의동_005_8,ST-2436,청파동_040_1,1,36,5444,여의동,청파동,17,18,일
570095,2024-04-21,출발시간,1715,ST-424,여의동_005_8,ST-47,여의동_001_4,1,76,755,여의동,여의동,17,18,일
570107,2024-04-21,출발시간,1715,ST-47,여의동_001_4,ST-1236,신도림동_062_1,1,66,4541,여의동,신도림동,17,18,일
570108,2024-04-21,출발시간,1715,ST-47,여의동_001_4,ST-47,여의동_001_4,1,39,4510,여의동,여의동,17,18,일
570129,2024-04-21,출발시간,1715,ST-52,여의동_001_6,ST-52,여의동_001_6,4,221,7499,여의동,여의동,17,18,일
570139,2024-04-21,출발시간,1715,ST-55,여의동_005_10,ST-16,서강동_027_1,2,126,12880,여의동,서강동,17,18,일
570140,2024-04-21,출발시간,1715,ST-55,여의동_005_10,ST-3142,영등포본동_015_4,1,11,2140,여의동,영등포본동,17,18,일
570155,2024-04-21,출발시간,1715,ST-62,여의동_017_1,ST-71,여의동_050_1,1,7,581,여의동,여의동,17,18,일
570157,2024-04-21,출발시간,1715,ST-63,여의동_045_1,ST-726,대방동_065_2,1,63,4898,여의동,대방동,17,18,일
570174,2024-04-21,출발시간,1715,ST-69,여의동_051_2,ST-424,여의동_005_8,1,22,1150,여의동,여의동,17,18,일
570183,2024-04-21,출발시간,1715,ST-73,여의동_009_1,ST-278,양평2동_039_1,1,86,10070,여의동,양평2동,17,18,일
570184,2024-04-21,출발시간,1715,ST-73,여의동_009_1,ST-73,여의동_009_1,1,121,22102,여의동,여의동,17,18,일
570678,2024-04-21,도착시간,1715,ST-2646,여의동_003_8,ST-877,노량진1동_001_5,1,26,5193,여의동,노량진1동,17,18,일
570779,2024-04-21,도착시간,1715,ST-296,여의동_002_1,ST-696,사당2동_001_2,1,48,6981,여의동,사당2동,17,18,일
570785,2024-04-21,도착시간,1715,ST-297,여의동_004_1,ST-297,여의동_004_1,1,69,8243,여의동,여의동,17,18,일
570786,2024-04-21,도착시간,1715,ST-297,여의동_004_1,ST-3239,여의동_005_7,2,154,14763,여의동,여의동,17,18,일
570787,2024-04-21,도착시간,1715,ST-297,여의동_004_1,ST-692,흑석동_028_1,2,38,7645,여의동,흑석동,17,18,일
570817,2024-04-21,도착시간,1715,ST-3073,여의동_005_5,ST-2441,한강로동_021_1,1,39,6001,여의동,한강로동,17,18,일
570865,2024-04-21,도착시간,1715,ST-3239,여의동_005_7,ST-2920,양평2동_005_1,1,58,5480,여의동,양평2동,17,18,일
570866,2024-04-21,도착시간,1715,ST-3239,여의동_005_7,ST-3239,여의동_005_7,1,31,4965,여의동,여의동,17,18,일
570867,2024-04-21,도착시간,1715,ST-3239,여의동_005_7,ST-52,여의동_001_6,2,20,2340,여의동,여의동,17,18,일
570868,2024-04-21,도착시간,1715,ST-3239,여의동_005_7,ST-692,흑석동_028_1,2,69,8500,여의동,흑석동,17,18,일
570918,2024-04-21,도착시간,1715,ST-414,여의동_003_12,ST-414,여의동_003_12,1,34,222,여의동,여의동,17,18,일
570939,2024-04-21,도착시간,1715,ST-47,여의동_001_4,ST-2694,여의동_003_11,1,6,933,여의동,여의동,17,18,일
570940,2024-04-21,도착시간,1715,ST-47,여의동_001_4,ST-3238,영등포동_035_1,2,36,4160,여의동,영등포동,17,18,일
570941,2024-04-21,도착시간,1715,ST-47,여의동_001_4,ST-47,여의동_001_4,1,18,3170,여의동,여의동,17,18,일
570960,2024-04-21,도착시간,1715,ST-52,여의동_001_6,ST-52,여의동_001_6,3,130,12304,여의동,여의동,17,18,일
570976,2024-04-21,도착시간,1715,ST-60,여의동_036_4,ST-748,반포2동_017_1,1,69,8780,여의동,반포2동,17,18,일
570981,2024-04-21,도착시간,1715,ST-63,여의동_045_1,ST-307,신길7동_001_2,2,13,1650,여의동,신길7동,17,18,일
570986,2024-04-21,도착시간,1715,ST-66,여의동_005_14,ST-205,도화동_037_1,2,35,5659,여의동,도화동,17,18,일
570991,2024-04-21,도착시간,1715,ST-67,여의동_061_1,ST-692,흑석동_028_1,2,112,16504,여의동,흑석동,17,18,일
571006,2024-04-21,도착시간,1715,ST-73,여의동_009_1,ST-3008,염리동_024_1,1,30,3624,여의동,염리동,17,18,일
571007,2024-04-21,도착시간,1715,ST-73,여의동_009_1,ST-73,여의동_009_1,3,109,15358,여의동,여의동,17,18,일
571320,2024-04-21,출발시간,1720,ST-1971,여의동_001_2,ST-24,신수동_009_1,1,35,1180,여의동,신수동,17,18,일
571321,2024-04-21,출발시간,1720,ST-1971,여의동_001_2,ST-2530,서강동_028_1,1,15,2048,여의동,서강동,17,18,일
571492,2024-04-21,출발시간,1720,ST-2694,여의동_003_11,ST-2031,가양1동_039_8,2,137,21537,여의동,가양1동,17,18,일
571493,2024-04-21,출발시간,1720,ST-2694,여의동_003_11,ST-3160,여의동_026_1,2,42,3623,여의동,여의동,17,18,일
571538,2024-04-21,출발시간,1720,ST-2814,여의동_055_1,ST-63,여의동_045_1,1,12,1581,여의동,여의동,17,18,일
571579,2024-04-21,출발시간,1720,ST-296,여의동_002_1,ST-1649,영등포동_012_1,1,18,2160,여의동,영등포동,17,18,일
571580,2024-04-21,출발시간,1720,ST-296,여의동_002_1,ST-2958,양평1동_006_1,1,37,4555,여의동,양평1동,17,18,일
571581,2024-04-21,출발시간,1720,ST-296,여의동_002_1,ST-46,여의동_001_3,1,41,4919,여의동,여의동,17,18,일
571582,2024-04-21,출발시간,1720,ST-297,여의동_004_1,ST-2001,목4동_044_1,1,73,10627,여의동,목4동,17,18,일
571583,2024-04-21,출발시간,1720,ST-297,여의동_004_1,ST-442,서빙고동_012_1,1,102,13870,여의동,서빙고동,17,18,일
571599,2024-04-21,출발시간,1720,ST-3073,여의동_005_5,ST-1649,영등포동_012_1,1,19,2040,여의동,영등포동,17,18,일
571600,2024-04-21,출발시간,1720,ST-3073,여의동_005_5,ST-19,서강동_001_1,2,89,8287,여의동,서강동,17,18,일
571601,2024-04-21,출발시간,1720,ST-3073,여의동_005_5,ST-3072,여의동_005_4,1,28,4940,여의동,여의동,17,18,일
571690,2024-04-21,출발시간,1720,ST-414,여의동_003_12,ST-2494,염창동_002_1,3,153,13508,여의동,염창동,17,18,일
571691,2024-04-21,출발시간,1720,ST-414,여의동_003_12,ST-53,여의동_034_2,1,27,2882,여의동,여의동,17,18,일
571703,2024-04-21,출발시간,1720,ST-46,여의동_001_3,ST-426,당산2동_017_1,2,32,4261,여의동,당산2동,17,18,일
571708,2024-04-21,출발시간,1720,ST-47,여의동_001_4,ST-53,여의동_034_2,1,2,740,여의동,여의동,17,18,일
571716,2024-04-21,출발시간,1720,ST-50,여의동_034_1,ST-51,여의동_001_5,1,81,13650,여의동,여의동,17,18,일
571720,2024-04-21,출발시간,1720,ST-51,여의동_001_5,ST-62,여의동_017_1,2,16,2183,여의동,여의동,17,18,일
571733,2024-04-21,출발시간,1720,ST-55,여의동_005_10,ST-2553,염창동_042_1,2,84,14343,여의동,염창동,17,18,일
571746,2024-04-21,출발시간,1720,ST-63,여의동_045_1,ST-69,여의동_051_2,1,7,860,여의동,여의동,17,18,일
571769,2024-04-21,출발시간,1720,ST-68,여의동_058_1,ST-307,신길7동_001_2,1,8,1218,여의동,신길7동,17,18,일
571774,2024-04-21,출발시간,1720,ST-69,여의동_051_2,ST-46,여의동_001_3,1,15,2137,여의동,여의동,17,18,일
571777,2024-04-21,출발시간,1720,ST-70,여의동_016_1,ST-47,여의동_001_4,1,9,753,여의동,여의동,17,18,일
571780,2024-04-21,출발시간,1720,ST-72,여의동_005_15,ST-3102,신길1동_006_1,1,78,1455,여의동,신길1동,17,18,일
571783,2024-04-21,출발시간,1720,ST-73,여의동_009_1,ST-1910,반포3동_001_1,2,157,16556,여의동,반포3동,17,18,일
571784,2024-04-21,출발시간,1720,ST-73,여의동_009_1,ST-278,양평2동_039_1,1,84,10400,여의동,양평2동,17,18,일
572319,2024-04-21,도착시간,1720,ST-2648,여의동_003_10,ST-414,여의동_003_12,1,3,1570,여의동,여의동,17,18,일
572370,2024-04-21,도착시간,1720,ST-2813,여의동_052_1,ST-55,여의동_005_10,1,6,1081,여의동,여의동,17,18,일
572371,2024-04-21,도착시간,1720,ST-2814,여의동_055_1,ST-1545,노량진1동_001_1,2,113,17301,여의동,노량진1동,17,18,일
572418,2024-04-21,도착시간,1720,ST-296,여의동_002_1,ST-1650,영등포동_024_1,1,69,3636,여의동,영등포동,17,18,일
572420,2024-04-21,도착시간,1720,ST-297,여의동_004_1,ST-297,여의동_004_1,4,316,60653,여의동,여의동,17,18,일
572479,2024-04-21,도착시간,1720,ST-3160,여의동_026_1,ST-73,여의동_009_1,2,8,780,여의동,여의동,17,18,일
572493,2024-04-21,도착시간,1720,ST-3239,여의동_005_7,ST-376,마장동_032_1,1,96,13518,여의동,마장동,17,18,일
