,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일,구,면적,구성비,거리로그변환,로그_이용_거리
35,2024-04-15,출발시간,0,ST-1270,신림동_030_1,ST-1270,신림동_030_1,2,199,19365,신림동,신림동,0,1,월,관악구,0.54,0.09,9.871222591948852,9.871325865727732
269,2024-04-15,출발시간,0,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,528,신림동,신사동,0,1,월,관악구,0.54,0.09,6.269096283706261,6.272877006546167
270,2024-04-15,출발시간,0,ST-702,신림동_029_1,ST-951,서림동_018_1,1,13,2950,신림동,서림동,0,1,월,관악구,0.54,0.09,7.989560449333865,7.990238185720363
602,2024-04-15,출발시간,5,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,12,4320,신림동,신대방1동,0,1,월,관악구,0.54,0.09,8.371010681238156,8.371473537066832
603,2024-04-15,출발시간,5,ST-702,신림동_029_1,ST-2653,신대방1동_039_1,2,32,4626,신림동,신대방1동,0,1,월,관악구,0.54,0.09,8.439447842791385,8.439880088313567
604,2024-04-15,출발시간,5,ST-702,신림동_029_1,ST-702,신림동_029_1,1,2,1,신림동,신림동,0,1,월,관악구,0.54,0.09,0.0,1.0986122886681098
728,2024-04-15,도착시간,5,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,528,신림동,신사동,0,1,월,관악구,0.54,0.09,6.269096283706261,6.272877006546167
729,2024-04-15,도착시간,5,ST-702,신림동_029_1,ST-702,신림동_029_1,1,2,1,신림동,신림동,0,1,월,관악구,0.54,0.09,0.0,1.0986122886681098
771,2024-04-15,출발시간,10,ST-1270,신림동_030_1,ST-1357,신사동_012_1,1,10,1466,신림동,신사동,0,1,월,관악구,0.54,0.09,7.290292882446597,7.291656209174461
1194,2024-04-15,도착시간,10,ST-702,신림동_029_1,ST-951,서림동_018_1,1,13,2950,신림동,서림동,0,1,월,관악구,0.54,0.09,7.989560449333865,7.990238185720363
1900,2024-04-15,도착시간,20,ST-1270,신림동_030_1,ST-1357,신사동_012_1,1,10,1466,신림동,신사동,0,1,월,관악구,0.54,0.09,7.290292882446597,7.291656209174461
2049,2024-04-15,도착시간,20,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,12,4320,신림동,신대방1동,0,1,월,관악구,0.54,0.09,8.371010681238156,8.371473537066832
2050,2024-04-15,도착시간,20,ST-702,신림동_029_1,ST-2653,신대방1동_039_1,2,32,4626,신림동,신대방1동,0,1,월,관악구,0.54,0.09,8.439447842791385,8.439880088313567
2697,2024-04-15,출발시간,30,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,744,신림동,신사동,0,1,월,관악구,0.54,0.09,6.612041034833092,6.61472560020376
2698,2024-04-15,출발시간,30,ST-702,신림동_029_1,ST-3117,신대방2동_029_1,1,15,3055,신림동,신대방2동,0,1,월,관악구,0.54,0.09,8.024534871605695,8.025189321890835
2699,2024-04-15,출발시간,30,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,0,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
2888,2024-04-15,도착시간,30,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,0,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
2927,2024-04-15,출발시간,35,ST-1269,신림동_024_1,ST-705,난곡동_019_1,1,20,2865,신림동,난곡동,0,1,월,관악구,0.54,0.09,7.9603236291488395,7.96102146588337
2928,2024-04-15,출발시간,35,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,4,908,신림동,신사동,0,1,월,관악구,0.54,0.09,6.811244378601294,6.813444599510896
3088,2024-04-15,출발시간,35,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,528,신림동,신사동,0,1,월,관악구,0.54,0.09,6.269096283706261,6.272877006546167
3302,2024-04-15,도착시간,35,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,744,신림동,신사동,0,1,월,관악구,0.54,0.09,6.612041034833092,6.61472560020376
3469,2024-04-15,출발시간,40,ST-702,신림동_029_1,ST-702,신림동_029_1,1,4,1,신림동,신림동,0,1,월,관악구,0.54,0.09,0.0,1.0986122886681098
3504,2024-04-15,도착시간,40,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,4,908,신림동,신사동,0,1,월,관악구,0.54,0.09,6.811244378601294,6.813444599510896
3667,2024-04-15,도착시간,40,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,528,신림동,신사동,0,1,월,관악구,0.54,0.09,6.269096283706261,6.272877006546167
3836,2024-04-15,출발시간,45,ST-702,신림동_029_1,ST-2851,신사동_015_1,2,6,490,신림동,신사동,0,1,월,관악구,0.54,0.09,6.194405391104672,6.198478716492308
3837,2024-04-15,출발시간,45,ST-702,신림동_029_1,ST-724,서원동_043_1,1,6,911,신림동,서원동,0,1,월,관악구,0.54,0.09,6.814542897259958,6.816735880594968
4046,2024-04-15,도착시간,45,ST-702,신림동_029_1,ST-2851,신사동_015_1,2,6,490,신림동,신사동,0,1,월,관악구,0.54,0.09,6.194405391104672,6.198478716492308
4047,2024-04-15,도착시간,45,ST-702,신림동_029_1,ST-3117,신대방2동_029_1,1,15,3055,신림동,신대방2동,0,1,월,관악구,0.54,0.09,8.024534871605695,8.025189321890835
4048,2024-04-15,도착시간,45,ST-702,신림동_029_1,ST-702,신림동_029_1,1,4,1,신림동,신림동,0,1,월,관악구,0.54,0.09,0.0,1.0986122886681098
4080,2024-04-15,출발시간,50,ST-1270,신림동_030_1,ST-1678,삼성동_003_1,1,23,2040,신림동,삼성동,0,1,월,관악구,0.54,0.09,7.620705086838262,7.621684998724611
4225,2024-04-15,출발시간,50,ST-702,신림동_029_1,ST-2380,청룡동_006_1,1,6,1156,신림동,청룡동,0,1,월,관악구,0.54,0.09,7.052721049232323,7.05444965813294
4226,2024-04-15,출발시간,50,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,0,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
4378,2024-04-15,도착시간,50,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,0,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
4555,2024-04-15,출발시간,55,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,750,신림동,신사동,0,0,월,관악구,0.54,0.09,6.620073206530356,6.62273632394984
4595,2024-04-15,도착시간,55,ST-1269,신림동_024_1,ST-705,난곡동_019_1,1,20,2865,신림동,난곡동,0,0,월,관악구,0.54,0.09,7.9603236291488395,7.96102146588337
4726,2024-04-15,도착시간,55,ST-702,신림동_029_1,ST-724,서원동_043_1,1,6,911,신림동,서원동,0,0,월,관악구,0.54,0.09,6.814542897259958,6.816735880594968
4896,2024-04-15,출발시간,100,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,11,2060,신림동,독산3동,1,2,월,관악구,0.54,0.09,7.630461261783627,7.631431664576906
4897,2024-04-15,출발시간,100,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,12,2734,신림동,구로3동,1,2,월,관악구,0.54,0.09,7.913521017283895,7.914252278742441
5071,2024-04-15,도착시간,100,ST-702,신림동_029_1,ST-2380,청룡동_006_1,1,6,1156,신림동,청룡동,1,2,월,관악구,0.54,0.09,7.052721049232323,7.05444965813294
5072,2024-04-15,도착시간,100,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,750,신림동,신사동,1,2,월,관악구,0.54,0.09,6.620073206530356,6.62273632394984
5117,2024-04-15,출발시간,105,ST-1259,신림동_019_1,ST-3143,서림동_013_1,2,52,4515,신림동,서림동,1,2,월,관악구,0.54,0.09,8.415160465851086,8.415603335654604
5259,2024-04-15,출발시간,105,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,11,572,신림동,신사동,1,2,월,관악구,0.54,0.09,6.349138991379798,6.352629396319567
5260,2024-04-15,출발시간,105,ST-702,신림동_029_1,ST-2902,영등포본동_014_1,1,131,18579,신림동,영등포본동,1,2,월,관악구,0.54,0.09,9.82978718960617,9.829894832232755
5261,2024-04-15,출발시간,105,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
5262,2024-04-15,출발시간,105,ST-702,신림동_029_1,ST-727,신대방1동_045_1,1,7,2150,신림동,신대방1동,1,2,월,관악구,0.54,0.09,7.673223121121708,7.674152921281675
5413,2024-04-15,도착시간,105,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
5556,2024-04-15,출발시간,110,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,4,570,신림동,신사동,1,2,월,관악구,0.54,0.09,6.345636360828596,6.349138991379798
5589,2024-04-15,도착시간,110,ST-1270,신림동_030_1,ST-1678,삼성동_003_1,1,23,2040,신림동,삼성동,1,2,월,관악구,0.54,0.09,7.620705086838262,7.621684998724611
5732,2024-04-15,도착시간,110,ST-702,신림동_029_1,ST-727,신대방1동_045_1,1,7,2150,신림동,신대방1동,1,2,월,관악구,0.54,0.09,7.673223121121708,7.674152921281675
5870,2024-04-15,출발시간,115,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
5871,2024-04-15,출발시간,115,ST-702,신림동_029_1,ST-709,미성동_014_1,1,9,1580,신림동,미성동,1,2,월,관악구,0.54,0.09,7.365180126021013,7.366445148327599
6027,2024-04-15,도착시간,115,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,11,2060,신림동,독산3동,1,2,월,관악구,0.54,0.09,7.630461261783627,7.631431664576906
6028,2024-04-15,도착시간,115,ST-702,신림동_029_1,ST-2851,신사동_015_1,2,15,1142,신림동,신사동,1,2,월,관악구,0.54,0.09,7.040536390215956,7.042286171939743
6029,2024-04-15,도착시간,115,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,12,2734,신림동,구로3동,1,2,월,관악구,0.54,0.09,7.913521017283895,7.914252278742441
6030,2024-04-15,도착시간,115,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
6054,2024-04-15,출발시간,120,ST-1270,신림동_030_1,ST-702,신림동_029_1,1,4,572,신림동,신림동,1,2,월,관악구,0.54,0.09,6.349138991379798,6.352629396319567
6171,2024-04-15,출발시간,120,ST-702,신림동_029_1,ST-669,구로3동_008_1,1,18,3862,신림동,구로3동,1,2,월,관악구,0.54,0.09,8.258940462988459,8.259458195332408
6502,2024-04-15,도착시간,125,ST-1270,신림동_030_1,ST-702,신림동_029_1,1,4,572,신림동,신림동,1,2,월,관악구,0.54,0.09,6.349138991379798,6.352629396319567
6599,2024-04-15,도착시간,125,ST-702,신림동_029_1,ST-709,미성동_014_1,1,9,1580,신림동,미성동,1,2,월,관악구,0.54,0.09,7.365180126021013,7.366445148327599
6721,2024-04-15,출발시간,130,ST-702,신림동_029_1,ST-636,독산1동_009_1,1,26,4413,신림동,독산1동,1,2,월,관악구,0.54,0.09,8.392310009269547,8.392763113038061
6722,2024-04-15,출발시간,130,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
6723,2024-04-15,출발시간,130,ST-702,신림동_029_1,ST-705,난곡동_019_1,1,13,2070,신림동,난곡동,1,2,월,관악구,0.54,0.09,7.635303886259415,7.6362696033793735
6756,2024-04-15,도착시간,130,ST-1259,신림동_019_1,ST-3143,서림동_013_1,1,26,2390,신림동,서림동,1,2,월,관악구,0.54,0.09,7.779048644925556,7.779885115070522
6868,2024-04-15,도착시간,130,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
6995,2024-04-15,출발시간,135,ST-702,신림동_029_1,ST-1264,청룡동_013_1,1,19,1480,신림동,청룡동,1,2,월,관악구,0.54,0.09,7.299797366758161,7.301147805856032
6996,2024-04-15,출발시간,135,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,17,1917,신림동,서림동,1,2,월,관악구,0.54,0.09,7.558516743045645,7.5595594960077
6997,2024-04-15,출발시간,135,ST-702,신림동_029_1,ST-702,신림동_029_1,1,1,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
7028,2024-04-15,도착시간,135,ST-1259,신림동_019_1,ST-3143,서림동_013_1,1,26,2125,신림동,서림동,1,2,월,관악구,0.54,0.09,7.661527081358517,7.6624678152002375
7139,2024-04-15,도착시간,135,ST-702,신림동_029_1,ST-669,구로3동_008_1,1,18,3862,신림동,구로3동,1,2,월,관악구,0.54,0.09,8.258940462988459,8.259458195332408
7260,2024-04-15,출발시간,140,ST-702,신림동_029_1,ST-1678,삼성동_003_1,1,26,2175,신림동,삼성동,1,2,월,관악구,0.54,0.09,7.684783943522785,7.685703061234547
7279,2024-04-15,도착시간,140,ST-1270,신림동_030_1,ST-1270,신림동_030_1,2,199,19365,신림동,신림동,1,2,월,관악구,0.54,0.09,9.871222591948852,9.871325865727732
7398,2024-04-15,도착시간,140,ST-702,신림동_029_1,ST-702,신림동_029_1,1,1,0,신림동,신림동,1,2,월,관악구,0.54,0.09,-inf,0.6931471805599453
7399,2024-04-15,도착시간,140,ST-702,신림동_029_1,ST-705,난곡동_019_1,1,13,2070,신림동,난곡동,1,2,월,관악구,0.54,0.09,7.635303886259415,7.6362696033793735
7430,2024-04-15,출발시간,145,ST-1269,신림동_024_1,ST-688,대방동_075_1,1,20,1460,신림동,대방동,1,2,월,관악구,0.54,0.09,7.286191714702382,7.2875606403097235
7510,2024-04-15,출발시간,145,ST-702,신림동_029_1,ST-2842,청룡동_002_1,1,14,1922,신림동,청룡동,1,2,월,관악구,0.54,0.09,7.561121589530238,7.562161631225652
7511,2024-04-15,출발시간,145,ST-702,신림동_029_1,ST-702,신림동_029_1,1,4,177,신림동,신림동,1,2,월,관악구,0.54,0.09,5.176149732573829,5.187385805840755
7654,2024-04-15,출발시간,150,ST-1270,신림동_030_1,ST-1270,신림동_030_1,1,26,174,신림동,신림동,1,2,월,관악구,0.54,0.09,5.159055299214529,5.170483995038151
7861,2024-04-15,도착시간,150,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,17,1917,신림동,서림동,1,2,월,관악구,0.54,0.09,7.558516743045645,7.5595594960077
7862,2024-04-15,도착시간,150,ST-702,신림동_029_1,ST-702,신림동_029_1,1,4,177,신림동,신림동,1,2,월,관악구,0.54,0.09,5.176149732573829,5.187385805840755
7953,2024-04-15,출발시간,155,ST-702,신림동_029_1,ST-2614,신사동_044_1,2,14,934,신림동,신사동,1,1,월,관악구,0.54,0.09,6.839476438228843,6.841615476477592
7954,2024-04-15,출발시간,155,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
8079,2024-04-15,도착시간,155,ST-702,신림동_029_1,ST-1264,청룡동_013_1,1,19,1480,신림동,청룡동,1,1,월,관악구,0.54,0.09,7.299797366758161,7.301147805856032
8080,2024-04-15,도착시간,155,ST-702,신림동_029_1,ST-636,독산1동_009_1,1,26,4413,신림동,독산1동,1,1,월,관악구,0.54,0.09,8.392310009269547,8.392763113038061
8081,2024-04-15,도착시간,155,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,1,1,월,관악구,0.54,0.09,-inf,0.6931471805599453
8304,2024-04-15,도착시간,200,ST-702,신림동_029_1,ST-2614,신사동_044_1,2,14,934,신림동,신사동,2,3,월,관악구,0.54,0.09,6.839476438228843,6.841615476477592
8305,2024-04-15,도착시간,200,ST-702,신림동_029_1,ST-2842,청룡동_002_1,1,14,1922,신림동,청룡동,2,3,월,관악구,0.54,0.09,7.561121589530238,7.562161631225652
8332,2024-04-15,출발시간,205,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,10,2110,신림동,삼성동,2,3,월,관악구,0.54,0.09,7.6544432264701125,7.655390644826152
8423,2024-04-15,출발시간,205,ST-702,신림동_029_1,ST-2375,대학동_008_1,1,12,2167,신림동,대학동,2,3,월,관악구,0.54,0.09,7.681099001536359,7.682021510826875
8424,2024-04-15,출발시간,205,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,2,3,월,관악구,0.54,0.09,-inf,0.6931471805599453
8425,2024-04-15,출발시간,205,ST-702,신림동_029_1,ST-885,삼성동_011_1,1,12,2101,신림동,삼성동,2,3,월,관악구,0.54,0.09,7.650168700845001,7.6511201757027
8445,2024-04-15,도착시간,205,ST-1269,신림동_024_1,ST-688,대방동_075_1,1,20,1460,신림동,대방동,2,3,월,관악구,0.54,0.09,7.286191714702382,7.2875606403097235
8543,2024-04-15,도착시간,205,ST-702,신림동_029_1,ST-1678,삼성동_003_1,1,26,2175,신림동,삼성동,2,3,월,관악구,0.54,0.09,7.684783943522785,7.685703061234547
8544,2024-04-15,도착시간,205,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,2,3,월,관악구,0.54,0.09,-inf,0.6931471805599453
8566,2024-04-15,출발시간,210,ST-1269,신림동_024_1,ST-702,신림동_029_1,1,3,673,신림동,신림동,2,3,월,관악구,0.54,0.09,6.511745329644728,6.51471269087253
8651,2024-04-15,도착시간,210,ST-1269,신림동_024_1,ST-702,신림동_029_1,1,3,673,신림동,신림동,2,3,월,관악구,0.54,0.09,6.511745329644728,6.51471269087253
8755,2024-04-15,출발시간,215,ST-1270,신림동_030_1,ST-951,서림동_018_1,1,16,2494,신림동,서림동,2,3,월,관악구,0.54,0.09,7.821643126239982,7.822444729489319
8828,2024-04-15,출발시간,215,ST-702,신림동_029_1,ST-2017,목1동_003_2,1,50,11138,신림동,목1동,2,3,월,관악구,0.54,0.09,9.318117964149614,9.318297513481275
8829,2024-04-15,출발시간,215,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,720,신림동,신사동,2,3,월,관악구,0.54,0.09,6.579251212010101,6.582025138892826
8847,2024-04-15,도착시간,215,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,10,2110,신림동,삼성동,2,3,월,관악구,0.54,0.09,7.6544432264701125,7.655390644826152
8849,2024-04-15,도착시간,215,ST-1270,신림동_030_1,ST-1270,신림동_030_1,1,26,174,신림동,신림동,2,3,월,관악구,0.54,0.09,5.159055299214529,5.170483995038151
8934,2024-04-15,도착시간,215,ST-702,신림동_029_1,ST-885,삼성동_011_1,1,12,2101,신림동,삼성동,2,3,월,관악구,0.54,0.09,7.650168700845001,7.6511201757027
9111,2024-04-15,도착시간,220,ST-702,신림동_029_1,ST-2375,대학동_008_1,1,12,2167,신림동,대학동,2,3,월,관악구,0.54,0.09,7.681099001536359,7.682021510826875
9112,2024-04-15,도착시간,220,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,720,신림동,신사동,2,3,월,관악구,0.54,0.09,6.579251212010101,6.582025138892826
9375,2024-04-15,도착시간,230,ST-1270,신림동_030_1,ST-951,서림동_018_1,1,16,2494,신림동,서림동,2,3,월,관악구,0.54,0.09,7.821643126239982,7.822444729489319
9455,2024-04-15,출발시간,235,ST-1259,신림동_019_1,ST-2380,청룡동_006_1,2,8,1184,신림동,청룡동,2,3,월,관악구,0.54,0.09,7.076653815443951,7.078341579557671
9456,2024-04-15,출발시간,235,ST-1259,신림동_019_1,ST-952,조원동_019_2,1,16,2215,신림동,조원동,2,3,월,관악구,0.54,0.09,7.703007682479236,7.7039102096163115
9677,2024-04-15,도착시간,240,ST-1259,신림동_019_1,ST-2380,청룡동_006_1,2,8,1184,신림동,청룡동,2,3,월,관악구,0.54,0.09,7.076653815443951,7.078341579557671
10076,2024-04-15,도착시간,255,ST-1259,신림동_019_1,ST-952,조원동_019_2,1,16,2215,신림동,조원동,2,2,월,관악구,0.54,0.09,7.703007682479236,7.7039102096163115
10162,2024-04-15,출발시간,300,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,18,2150,신림동,삼성동,3,4,월,관악구,0.54,0.09,7.673223121121708,7.674152921281675
10434,2024-04-15,도착시간,305,ST-702,신림동_029_1,ST-2017,목1동_003_2,1,50,11138,신림동,목1동,3,4,월,관악구,0.54,0.09,9.318117964149614,9.318297513481275
10502,2024-04-15,출발시간,310,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,4,1138,신림동,신사동,3,4,월,관악구,0.54,0.09,7.037027614686276,7.038783541388542
10503,2024-04-15,출발시간,310,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,4,472,신림동,신사동,3,4,월,관악구,0.54,0.09,6.156978985585555,6.161207321695077
10619,2024-04-15,출발시간,315,ST-702,신림동_029_1,ST-669,구로3동_008_1,1,21,3622,신림동,구로3동,3,4,월,관악구,0.54,0.09,8.19478163844336,8.19533366716287
10693,2024-04-15,도착시간,315,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,4,1138,신림동,신사동,3,4,월,관악구,0.54,0.09,7.037027614686276,7.038783541388542
10694,2024-04-15,도착시간,315,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,4,472,신림동,신사동,3,4,월,관악구,0.54,0.09,6.156978985585555,6.161207321695077
10695,2024-04-15,도착시간,315,ST-702,신림동_029_1,ST-2902,영등포본동_014_1,1,131,18579,신림동,영등포본동,3,4,월,관악구,0.54,0.09,9.82978718960617,9.829894832232755
10764,2024-04-15,도착시간,320,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,18,2150,신림동,삼성동,3,4,월,관악구,0.54,0.09,7.673223121121708,7.674152921281675
11122,2024-04-15,출발시간,335,ST-702,신림동_029_1,ST-2375,대학동_008_1,1,11,2178,신림동,대학동,3,4,월,관악구,0.54,0.09,7.686162303492906,7.687080155783135
11187,2024-04-15,도착시간,335,ST-702,신림동_029_1,ST-669,구로3동_008_1,1,21,3622,신림동,구로3동,3,4,월,관악구,0.54,0.09,8.19478163844336,8.19533366716287
11200,2024-04-15,출발시간,340,ST-1270,신림동_030_1,ST-687,노량진2동_020_1,1,15,2626,신림동,노량진2동,3,4,월,관악구,0.54,0.09,7.873217054862741,7.873978379604501
11348,2024-04-15,출발시간,345,ST-702,신림동_029_1,ST-1151,신대방2동_027_1,1,10,1908,신림동,신대방2동,3,4,월,관악구,0.54,0.09,7.553810852008231,7.554858521040676
11349,2024-04-15,출발시간,345,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,3,4,월,관악구,0.54,0.09,-inf,0.6931471805599453
11404,2024-04-15,도착시간,345,ST-702,신림동_029_1,ST-2375,대학동_008_1,1,11,2178,신림동,대학동,3,4,월,관악구,0.54,0.09,7.686162303492906,7.687080155783135
11405,2024-04-15,도착시간,345,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,3,4,월,관악구,0.54,0.09,-inf,0.6931471805599453
11581,2024-04-15,도착시간,355,ST-1270,신림동_030_1,ST-687,노량진2동_020_1,1,15,2626,신림동,노량진2동,3,3,월,관악구,0.54,0.09,7.873217054862741,7.873978379604501
11635,2024-04-15,도착시간,355,ST-702,신림동_029_1,ST-1151,신대방2동_027_1,1,10,1908,신림동,신대방2동,3,3,월,관악구,0.54,0.09,7.553810852008231,7.554858521040676
11795,2024-04-15,출발시간,405,ST-702,신림동_029_1,ST-702,신림동_029_1,1,2,1,신림동,신림동,4,5,월,관악구,0.54,0.09,0.0,1.0986122886681098
11901,2024-04-15,출발시간,410,ST-702,신림동_029_1,ST-2379,서원동_010_1,1,28,4265,신림동,서원동,4,5,월,관악구,0.54,0.09,8.35819745992578,8.358666283188
11958,2024-04-15,도착시간,410,ST-702,신림동_029_1,ST-702,신림동_029_1,1,2,1,신림동,신림동,4,5,월,관악구,0.54,0.09,0.0,1.0986122886681098
11969,2024-04-15,출발시간,415,ST-1259,신림동_019_1,ST-1548,은천동_065_1,1,6,1261,신림동,은천동,4,5,월,관악구,0.54,0.09,7.13966033596492,7.141245122350491
11970,2024-04-15,출발시간,415,ST-1270,신림동_030_1,ST-2375,대학동_008_1,1,25,2951,신림동,대학동,4,5,월,관악구,0.54,0.09,7.989899374942939,7.990576881743923
12014,2024-04-15,출발시간,415,ST-702,신림동_029_1,ST-2464,구로5동_002_2,1,27,5565,신림동,구로5동,4,5,월,관악구,0.54,0.09,8.624252263709645,8.624611588183507
12126,2024-04-15,도착시간,420,ST-1259,신림동_019_1,ST-1548,은천동_065_1,1,6,1261,신림동,은천동,4,5,월,관악구,0.54,0.09,7.13966033596492,7.141245122350491
12231,2024-04-15,출발시간,425,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,4,5,월,관악구,0.54,0.09,-inf,0.6931471805599453
12299,2024-04-15,도착시간,425,ST-702,신림동_029_1,ST-702,신림동_029_1,1,0,0,신림동,신림동,4,5,월,관악구,0.54,0.09,-inf,0.6931471805599453
12358,2024-04-15,출발시간,430,ST-702,신림동_029_1,ST-702,신림동_029_1,1,59,16370,신림동,신림동,4,5,월,관악구,0.54,0.09,9.70320567036518,9.703327837612294
12422,2024-04-15,출발시간,435,ST-1270,신림동_030_1,ST-724,서원동_043_1,1,7,1025,신림동,서원동,4,5,월,관악구,0.54,0.09,6.932447891572509,6.934397209928558
12530,2024-04-15,출발시간,440,ST-1270,신림동_030_1,ST-1265,조원동_014_1,1,10,1338,신림동,조원동,4,5,월,관악구,0.54,0.09,7.198931240688173,7.200424892944957
12586,2024-04-15,도착시간,440,ST-1270,신림동_030_1,ST-2375,대학동_008_1,1,25,2951,신림동,대학동,4,5,월,관악구,0.54,0.09,7.989899374942939,7.990576881743923
12587,2024-04-15,도착시간,440,ST-1270,신림동_030_1,ST-724,서원동_043_1,1,7,1025,신림동,서원동,4,5,월,관악구,0.54,0.09,6.932447891572509,6.934397209928558
12632,2024-04-15,도착시간,440,ST-702,신림동_029_1,ST-2379,서원동_010_1,1,28,4265,신림동,서원동,4,5,월,관악구,0.54,0.09,8.35819745992578,8.358666283188
12736,2024-04-15,도착시간,445,ST-702,신림동_029_1,ST-2464,구로5동_002_2,1,27,5565,신림동,구로5동,4,5,월,관악구,0.54,0.09,8.624252263709645,8.624611588183507
12931,2024-04-15,도착시간,455,ST-1270,신림동_030_1,ST-1265,조원동_014_1,1,10,1338,신림동,조원동,4,4,월,관악구,0.54,0.09,7.198931240688173,7.200424892944957
13983,2024-04-15,도착시간,525,ST-702,신림동_029_1,ST-702,신림동_029_1,1,59,16370,신림동,신림동,5,6,월,관악구,0.54,0.09,9.70320567036518,9.703327837612294
15382,2024-04-15,출발시간,550,ST-3199,신림동_037_1,ST-1357,신사동_012_1,1,57,1630,신림동,신사동,5,6,월,관악구,0.54,0.09,7.396335293800808,7.397561535524052
16205,2024-04-15,출발시간,600,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,580,신림동,신사동,6,7,월,관악구,0.54,0.09,6.363028103540465,6.366470447731438
16413,2024-04-15,도착시간,600,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,580,신림동,신사동,6,7,월,관악구,0.54,0.09,6.363028103540465,6.366470447731438
17906,2024-04-15,출발시간,620,ST-1269,신림동_024_1,ST-762,서초1동_001_1,1,52,10198,신림동,서초1동,6,7,월,관악구,0.54,0.09,9.2299469016151,9.230142999272362
19050,2024-04-15,출발시간,630,ST-1269,신림동_024_1,ST-1265,조원동_014_1,1,20,2130,신림동,조원동,6,7,월,관악구,0.54,0.09,7.6638772587034705,7.664815785285735
