,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일,구,면적,구성비,거리로그변환,로그_이용_거리
541553,2024-04-17,도착시간,1655,ST-702,신림동_029_1,ST-664,신도림동_045_1,1,26,5810,신림동,신도림동,16,16,수,관악구,0.54,0.09,8.667335849845957,8.667680024690174
541554,2024-04-17,도착시간,1655,ST-702,신림동_029_1,ST-702,신림동_029_1,1,47,7113,신림동,신림동,16,16,수,관악구,0.54,0.09,8.869679374733515,8.869960510523953
541555,2024-04-17,도착시간,1655,ST-702,신림동_029_1,ST-752,방배1동_007_1,1,49,7454,신림동,방배1동,16,16,수,관악구,0.54,0.09,8.916506080039204,8.916774356365426
542489,2024-04-17,출발시간,1700,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,15,2180,신림동,서림동,17,18,수,관악구,0.54,0.09,7.687080155783135,7.687997166393016
542490,2024-04-17,출발시간,1700,ST-702,신림동_029_1,ST-702,신림동_029_1,1,111,14413,신림동,신림동,17,18,수,관악구,0.54,0.09,9.575885856083103,9.576024610072503
542671,2024-04-17,도착시간,1700,ST-1259,신림동_019_1,ST-2948,남현동_002_1,1,24,4170,신림동,남현동,17,18,수,관악구,0.54,0.09,8.335671314792847,8.336150816120663
542676,2024-04-17,도착시간,1700,ST-1269,신림동_024_1,ST-1548,은천동_065_1,1,81,2252,신림동,은천동,17,18,수,관악구,0.54,0.09,7.719573989259581,7.720461694599722
543508,2024-04-17,출발시간,1705,ST-1269,신림동_024_1,ST-2357,상도2동_001_1,1,28,3275,신림동,상도2동,17,18,수,관악구,0.54,0.09,8.094073148069352,8.094683648698815
544472,2024-04-17,출발시간,1705,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,16,2664,신림동,구로3동,17,18,수,관악구,0.54,0.09,7.88758403166028,7.888334500738654
544648,2024-04-17,도착시간,1705,ST-1259,신림동_019_1,ST-882,은천동_039_1,1,32,600,신림동,은천동,17,18,수,관악구,0.54,0.09,6.396929655216146,6.400257445308821
544654,2024-04-17,도착시간,1705,ST-1270,신림동_030_1,ST-1268,보라매동_002_1,1,27,1500,신림동,보라매동,17,18,수,관악구,0.54,0.09,7.313220387090301,7.31455283232408
545338,2024-04-17,도착시간,1705,ST-702,신림동_029_1,ST-1323,도림동_027_1,1,51,8311,신림동,도림동,17,18,수,관악구,0.54,0.09,9.025335217553026,9.025575833531088
545528,2024-04-17,출발시간,1710,ST-1270,신림동_030_1,ST-724,서원동_043_1,1,20,1159,신림동,서원동,17,18,수,관악구,0.54,0.09,7.055312843339752,7.057036981697891
546416,2024-04-17,출발시간,1710,ST-702,신림동_029_1,ST-1529,구로2동_002_1,1,29,830,신림동,구로2동,17,18,수,관악구,0.54,0.09,6.721425700790643,6.723832440821209
546417,2024-04-17,출발시간,1710,ST-702,신림동_029_1,ST-709,미성동_014_1,1,11,1413,신림동,미성동,17,18,수,관악구,0.54,0.09,7.253470382684528,7.254884810077338
546418,2024-04-17,출발시간,1710,ST-702,신림동_029_1,ST-73,여의동_009_1,1,79,29120,신림동,여의동,17,18,수,관악구,0.54,0.09,10.279180502310622,10.279249181270849
546631,2024-04-17,도착시간,1710,ST-1269,신림동_024_1,ST-1269,신림동_024_1,1,58,5130,신림동,신림동,17,18,수,관악구,0.54,0.09,8.542860938164814,8.543250725735527
546632,2024-04-17,도착시간,1710,ST-1269,신림동_024_1,ST-725,은천동_007_1,1,10,1453,신림동,은천동,17,18,수,관악구,0.54,0.09,7.2813856635702825,7.282761179605593
546633,2024-04-17,도착시간,1710,ST-1270,신림동_030_1,ST-1542,신대방1동_013_1,1,16,2417,신림동,신대방1동,17,18,수,관악구,0.54,0.09,7.790282380703483,7.791109510610028
547288,2024-04-17,도착시간,1710,ST-702,신림동_029_1,ST-279,양평2동_006_1,1,52,14142,신림동,양평2동,17,18,수,관악구,0.54,0.09,9.556904372164187,9.557045784877424
547289,2024-04-17,도착시간,1710,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,23,1491,신림동,신사동,17,18,수,관악구,0.54,0.09,7.307202314764738,7.30854279753919
547290,2024-04-17,도착시간,1710,ST-702,신림동_029_1,ST-754,방배2동_048_1,1,34,5330,신림동,방배2동,17,18,수,관악구,0.54,0.09,8.58110651715989,8.5814816812986
547462,2024-04-17,출발시간,1715,ST-1259,신림동_019_1,ST-3040,대림3동_024_1,1,22,3999,신림동,대림3동,17,18,수,관악구,0.54,0.09,8.293799608846818,8.294299608857235
548276,2024-04-17,출발시간,1715,ST-702,신림동_029_1,ST-635,독산3동_037_1,1,28,3260,신림동,독산3동,17,18,수,관악구,0.54,0.09,8.089482474360754,8.09009578318096
548470,2024-04-17,도착시간,1715,ST-1259,신림동_019_1,ST-1548,은천동_065_1,1,20,1206,신림동,은천동,17,18,수,관악구,0.54,0.09,7.095064377287131,7.0967213784947605
548474,2024-04-17,도착시간,1715,ST-1269,신림동_024_1,ST-668,구로3동_037_1,1,17,2441,신림동,구로3동,17,18,수,관악구,0.54,0.09,7.80016307039296,7.8009820712577405
548475,2024-04-17,도착시간,1715,ST-1270,신림동_030_1,ST-1269,신림동_024_1,1,23,940,신림동,신림동,17,18,수,관악구,0.54,0.09,6.84587987526405,6.848005274576363
549257,2024-04-17,도착시간,1715,ST-702,신림동_029_1,ST-279,양평2동_006_1,1,58,9523,신림동,양평2동,17,18,수,관악구,0.54,0.09,9.161465204194046,9.161675199994901
549258,2024-04-17,도착시간,1715,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,15,2180,신림동,서림동,17,18,수,관악구,0.54,0.09,7.687080155783135,7.687997166393016
550245,2024-04-17,출발시간,1720,ST-702,신림동_029_1,ST-1731,목1동_003_1,1,27,15180,신림동,목1동,17,18,수,관악구,0.54,0.09,9.627734050949622,9.627865794576714
551308,2024-04-17,도착시간,1720,ST-702,신림동_029_1,ST-1268,보라매동_002_1,2,109,4040,신림동,보라매동,17,18,수,관악구,0.54,0.09,8.303999970955196,8.304494897963567
551309,2024-04-17,도착시간,1720,ST-702,신림동_029_1,ST-709,미성동_014_1,1,11,1413,신림동,미성동,17,18,수,관악구,0.54,0.09,7.253470382684528,7.254884810077338
551515,2024-04-17,출발시간,1725,ST-1259,신림동_019_1,ST-1259,신림동_019_1,1,13,810,신림동,신림동,17,18,수,관악구,0.54,0.09,6.697034247666484,6.699500340161678
551516,2024-04-17,출발시간,1725,ST-1259,신림동_019_1,ST-1337,중앙동_027_1,1,10,1805,신림동,중앙동,17,18,수,관악구,0.54,0.09,7.498315870766981,7.499423290592229
553212,2024-04-17,도착시간,1725,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,16,2664,신림동,구로3동,17,18,수,관악구,0.54,0.09,7.88758403166028,7.888334500738654
553403,2024-04-17,출발시간,1730,ST-1259,신림동_019_1,ST-687,노량진2동_020_1,1,22,3087,신림동,노량진2동,17,18,수,관악구,0.54,0.09,8.034955024502159,8.035602692918582
554343,2024-04-17,출발시간,1730,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,15,910,신림동,구로3동,17,18,수,관악구,0.54,0.09,6.813444599510896,6.815639990074331
554538,2024-04-17,도착시간,1730,ST-1269,신림동_024_1,ST-2357,상도2동_001_1,1,28,3275,신림동,상도2동,17,18,수,관악구,0.54,0.09,8.094073148069352,8.094683648698815
554539,2024-04-17,도착시간,1730,ST-1270,신림동_030_1,ST-724,서원동_043_1,1,20,1159,신림동,서원동,17,18,수,관악구,0.54,0.09,7.055312843339752,7.057036981697891
555515,2024-04-17,출발시간,1735,ST-1259,신림동_019_1,ST-1267,대학동_025_1,1,27,3152,신림동,대학동,17,18,수,관악구,0.54,0.09,8.05579245097777,8.056426767522984
555516,2024-04-17,출발시간,1735,ST-1259,신림동_019_1,ST-887,인헌동_020_1,2,52,6042,신림동,인헌동,17,18,수,관악구,0.54,0.09,8.706490361946617,8.70682132339263
555526,2024-04-17,출발시간,1735,ST-1270,신림동_030_1,ST-714,은천동_051_1,1,7,1361,신림동,은천동,17,18,수,관악구,0.54,0.09,7.215975002651466,7.217443431696533
556465,2024-04-17,출발시간,1735,ST-3199,신림동_037_1,ST-702,신림동_029_1,1,1,230,신림동,신림동,17,18,수,관악구,0.54,0.09,5.438079308923196,5.44673737166631
556738,2024-04-17,출발시간,1735,ST-702,신림동_029_1,ST-1270,신림동_030_1,1,52,2692,신림동,신림동,17,18,수,관악구,0.54,0.09,7.898039690764619,7.898782356970309
556960,2024-04-17,도착시간,1735,ST-1259,신림동_019_1,ST-1337,중앙동_027_1,1,10,1805,신림동,중앙동,17,18,수,관악구,0.54,0.09,7.498315870766981,7.499423290592229
557761,2024-04-17,도착시간,1735,ST-702,신림동_029_1,ST-702,신림동_029_1,1,42,10312,신림동,신림동,17,18,수,관악구,0.54,0.09,9.241063544619024,9.241257474610904
559086,2024-04-17,출발시간,1740,ST-702,신림동_029_1,ST-702,신림동_029_1,1,49,2200,신림동,신림동,17,18,수,관악구,0.54,0.09,7.696212639346407,7.697121317282625
559087,2024-04-17,출발시간,1740,ST-702,신림동_029_1,ST-919,고척1동_006_1,1,43,15350,신림동,고척1동,17,18,수,관악구,0.54,0.09,9.638870753015343,9.639001037687535
559328,2024-04-17,도착시간,1740,ST-1259,신림동_019_1,ST-1259,신림동_019_1,1,13,810,신림동,신림동,17,18,수,관악구,0.54,0.09,6.697034247666484,6.699500340161678
559329,2024-04-17,도착시간,1740,ST-1259,신림동_019_1,ST-3040,대림3동_024_1,1,22,3999,신림동,대림3동,17,18,수,관악구,0.54,0.09,8.293799608846818,8.294299608857235
560010,2024-04-17,도착시간,1740,ST-3199,신림동_037_1,ST-702,신림동_029_1,1,1,230,신림동,신림동,17,18,수,관악구,0.54,0.09,5.438079308923196,5.44673737166631
560209,2024-04-17,도착시간,1740,ST-702,신림동_029_1,ST-1275,구로5동_059_1,1,85,10674,신림동,구로5동,17,18,수,관악구,0.54,0.09,9.27556615689389,9.275753510524416
560210,2024-04-17,도착시간,1740,ST-702,신림동_029_1,ST-1529,구로2동_002_1,1,29,830,신림동,구로2동,17,18,수,관악구,0.54,0.09,6.721425700790643,6.723832440821209
560404,2024-04-17,출발시간,1745,ST-1259,신림동_019_1,ST-1337,중앙동_027_1,1,13,1787,신림동,중앙동,17,18,수,관악구,0.54,0.09,7.488293515159428,7.489412083508719
561374,2024-04-17,출발시간,1745,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,17,2766,신림동,독산3동,17,18,수,관악구,0.54,0.09,7.925157512224703,7.92588031673756
561375,2024-04-17,출발시간,1745,ST-702,신림동_029_1,ST-951,서림동_018_1,1,14,2078,신림동,서림동,17,18,수,관악구,0.54,0.09,7.639161171659173,7.640123172695364
561630,2024-04-17,도착시간,1745,ST-1270,신림동_030_1,ST-714,은천동_051_1,1,7,1361,신림동,은천동,17,18,수,관악구,0.54,0.09,7.215975002651466,7.217443431696533
562598,2024-04-17,도착시간,1745,ST-702,신림동_029_1,ST-1731,목1동_003_1,1,27,15180,신림동,목1동,17,18,수,관악구,0.54,0.09,9.627734050949622,9.627865794576714
562599,2024-04-17,도착시간,1745,ST-702,신림동_029_1,ST-635,독산3동_037_1,1,28,3260,신림동,독산3동,17,18,수,관악구,0.54,0.09,8.089482474360754,8.09009578318096
562600,2024-04-17,도착시간,1745,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,15,910,신림동,구로3동,17,18,수,관악구,0.54,0.09,6.813444599510896,6.815639990074331
562829,2024-04-17,출발시간,1750,ST-1270,신림동_030_1,ST-1548,은천동_065_1,1,10,2300,신림동,은천동,17,18,수,관악구,0.54,0.09,7.7406644019172415,7.741533589281828
563792,2024-04-17,출발시간,1750,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,71,10960,신림동,신대방2동,17,18,수,관악구,0.54,0.09,9.302007560502007,9.302190025606063
565294,2024-04-17,출발시간,1755,ST-1270,신림동_030_1,ST-1259,신림동_019_1,1,48,8330,신림동,신림동,17,17,수,관악구,0.54,0.09,9.027618735160889,9.027858802380862
566292,2024-04-17,출발시간,1755,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,46,1882,신림동,신대방2동,17,17,수,관악구,0.54,0.09,7.540090320145325,7.5411524551363085
566547,2024-04-17,도착시간,1755,ST-1259,신림동_019_1,ST-687,노량진2동_020_1,1,22,3087,신림동,노량진2동,17,17,수,관악구,0.54,0.09,8.034955024502159,8.035602692918582
567867,2024-04-17,출발시간,1800,ST-1259,신림동_019_1,ST-2851,신사동_015_1,1,5,845,신림동,신사동,18,19,수,관악구,0.54,0.09,6.739336627357174,6.741700694652055
567872,2024-04-17,출발시간,1800,ST-1270,신림동_030_1,ST-2851,신사동_015_1,1,21,880,신림동,신사동,18,19,수,관악구,0.54,0.09,6.779921907472252,6.782192056006791
569280,2024-04-17,출발시간,1800,ST-702,신림동_029_1,ST-2380,청룡동_006_1,1,9,1057,신림동,청룡동,18,19,수,관악구,0.54,0.09,6.963189985870238,6.9650803456014065
569281,2024-04-17,출발시간,1800,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,0,신림동,신사동,18,19,수,관악구,0.54,0.09,-inf,0.6931471805599453
569282,2024-04-17,출발시간,1800,ST-702,신림동_029_1,ST-883,조원동_034_1,1,17,3255,신림동,조원동,18,19,수,관악구,0.54,0.09,8.08794755464267,8.088561805276234
569576,2024-04-17,도착시간,1800,ST-1259,신림동_019_1,ST-1267,대학동_025_1,1,27,3152,신림동,대학동,18,19,수,관악구,0.54,0.09,8.05579245097777,8.056426767522984
569577,2024-04-17,도착시간,1800,ST-1259,신림동_019_1,ST-1337,중앙동_027_1,1,13,1787,신림동,중앙동,18,19,수,관악구,0.54,0.09,7.488293515159428,7.489412083508719
569578,2024-04-17,도착시간,1800,ST-1259,신림동_019_1,ST-887,인헌동_020_1,2,52,6042,신림동,인헌동,18,19,수,관악구,0.54,0.09,8.706490361946617,8.70682132339263
569585,2024-04-17,도착시간,1800,ST-1270,신림동_030_1,ST-1548,은천동_065_1,1,10,2300,신림동,은천동,18,19,수,관악구,0.54,0.09,7.7406644019172415,7.741533589281828
570526,2024-04-17,도착시간,1800,ST-702,신림동_029_1,ST-1270,신림동_030_1,2,269,13446,신림동,신림동,18,19,수,관악구,0.54,0.09,9.506436943028982,9.506585675088452
570527,2024-04-17,도착시간,1800,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,17,2766,신림동,독산3동,18,19,수,관악구,0.54,0.09,7.925157512224703,7.92588031673756
570528,2024-04-17,도착시간,1800,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,0,신림동,신사동,18,19,수,관악구,0.54,0.09,-inf,0.6931471805599453
570529,2024-04-17,도착시간,1800,ST-702,신림동_029_1,ST-951,서림동_018_1,1,14,2078,신림동,서림동,18,19,수,관악구,0.54,0.09,7.639161171659173,7.640123172695364
570889,2024-04-17,출발시간,1805,ST-1259,신림동_019_1,ST-2370,행운동_017_1,1,45,3216,신림동,행운동,18,19,수,관악구,0.54,0.09,8.075893630298857,8.076515327552329
570890,2024-04-17,출발시간,1805,ST-1259,신림동_019_1,ST-688,대방동_075_1,1,13,1891,신림동,대방동,18,19,수,관악구,0.54,0.09,7.544861068658458,7.545918151209323
572765,2024-04-17,출발시간,1805,ST-702,신림동_029_1,ST-1977,문래동_047_1,1,82,11561,신림동,문래동,18,19,수,관악구,0.54,0.09,9.355392643675321,9.355565624128962
572766,2024-04-17,출발시간,1805,ST-702,신림동_029_1,ST-717,중앙동_028_1,1,20,2520,신림동,중앙동,18,19,수,관악구,0.54,0.09,7.832014180505469,7.8328075165248645
572767,2024-04-17,출발시간,1805,ST-702,신림동_029_1,ST-875,오류2동_039_1,1,45,12337,신림동,오류2동,18,19,수,관악구,0.54,0.09,9.420358156071465,9.420520256898534
573109,2024-04-17,도착시간,1805,ST-1259,신림동_019_1,ST-2851,신사동_015_1,1,5,845,신림동,신사동,18,19,수,관악구,0.54,0.09,6.739336627357174,6.741700694652055
574520,2024-04-17,출발시간,1810,ST-1270,신림동_030_1,ST-2823,신길6동_007_1,1,16,2634,신림동,신길6동,18,19,수,관악구,0.54,0.09,7.876258882303226,7.877017895622398
576108,2024-04-17,출발시간,1810,ST-702,신림동_029_1,ST-1699,문래동_045_1,1,69,10248,신림동,문래동,18,19,수,관악구,0.54,0.09,9.234837843576571,9.235032984566555
576109,2024-04-17,출발시간,1810,ST-702,신림동_029_1,ST-3117,신대방2동_029_1,2,89,7240,신림동,신대방2동,18,19,수,관악구,0.54,0.09,8.887376485379763,8.887652690325586
576110,2024-04-17,출발시간,1810,ST-702,신림동_029_1,ST-702,신림동_029_1,1,65,12334,신림동,신림동,18,19,수,관악구,0.54,0.09,9.420114955551439,9.42027709580311
576111,2024-04-17,출발시간,1810,ST-702,신림동_029_1,ST-703,신사동_023_1,1,39,1049,신림동,신사동,18,19,수,관악구,0.54,0.09,6.955592608396297,6.957497370876951
577646,2024-04-17,도착시간,1810,ST-702,신림동_029_1,ST-2380,청룡동_006_1,1,9,1057,신림동,청룡동,18,19,수,관악구,0.54,0.09,6.963189985870238,6.9650803456014065
577647,2024-04-17,도착시간,1810,ST-702,신림동_029_1,ST-702,신림동_029_1,1,95,11400,신림동,신림동,18,19,수,관악구,0.54,0.09,9.341368634382587,9.341544057591527
577948,2024-04-17,출발시간,1815,ST-1259,신림동_019_1,ST-2654,신대방2동_019_1,1,71,2012,신림동,신대방2동,18,19,수,관악구,0.54,0.09,7.60688453121963,7.607878073278507
577949,2024-04-17,출발시간,1815,ST-1259,신림동_019_1,ST-2995,청룡동_028_1,1,10,1722,신림동,청룡동,18,19,수,관악구,0.54,0.09,7.451241684987676,7.452402451223638
577958,2024-04-17,출발시간,1815,ST-1270,신림동_030_1,ST-1357,신사동_012_1,1,14,2250,신림동,신사동,18,19,수,관악구,0.54,0.09,7.718685495198466,7.719573989259581
579319,2024-04-17,출발시간,1815,ST-702,신림동_029_1,ST-2373,은천동_065_2,1,11,1333,신림동,은천동,18,19,수,관악구,0.54,0.09,7.195187320178709,7.19668657083435
579320,2024-04-17,출발시간,1815,ST-702,신림동_029_1,ST-2801,신길7동_022_1,1,22,2290,신림동,신길7동,18,19,수,관악구,0.54,0.09,7.736307096548285,7.73718007783463
579653,2024-04-17,도착시간,1815,ST-1259,신림동_019_1,ST-1259,신림동_019_1,1,115,456,신림동,신림동,18,19,수,관악구,0.54,0.09,6.1224928095143865,6.126869184114185
580974,2024-04-17,도착시간,1815,ST-702,신림동_029_1,ST-2639,시흥1동_045_1,1,79,18569,신림동,시흥1동,18,19,수,관악구,0.54,0.09,9.829248802600596,9.829356503193052
580975,2024-04-17,도착시간,1815,ST-702,신림동_029_1,ST-883,조원동_034_1,1,17,3255,신림동,조원동,18,19,수,관악구,0.54,0.09,8.08794755464267,8.088561805276234
582444,2024-04-17,출발시간,1820,ST-702,신림동_029_1,ST-2844,목5동_051_1,1,37,9834,신림동,목5동,18,19,수,관악구,0.54,0.09,9.193601047971885,9.193804403336083
582771,2024-04-17,도착시간,1820,ST-1259,신림동_019_1,ST-688,대방동_075_1,1,13,1891,신림동,대방동,18,19,수,관악구,0.54,0.09,7.544861068658458,7.545918151209323
582780,2024-04-17,도착시간,1820,ST-1270,신림동_030_1,ST-2851,신사동_015_1,1,21,880,신림동,신사동,18,19,수,관악구,0.54,0.09,6.779921907472252,6.782192056006791
584472,2024-04-17,출발시간,1825,ST-1259,신림동_019_1,ST-714,은천동_051_1,1,6,1090,신림동,은천동,18,19,수,관악구,0.54,0.09,6.993932975223189,6.9957661563048505
584479,2024-04-17,출발시간,1825,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,3,740,신림동,신사동,18,19,수,관악구,0.54,0.09,6.606650186198215,6.60934924316738
585896,2024-04-17,도착시간,1825,ST-1259,신림동_019_1,ST-2995,청룡동_028_1,1,10,1722,신림동,청룡동,18,19,수,관악구,0.54,0.09,7.451241684987676,7.452402451223638
585906,2024-04-17,도착시간,1825,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,3,740,신림동,신사동,18,19,수,관악구,0.54,0.09,6.606650186198215,6.60934924316738
587168,2024-04-17,도착시간,1825,ST-702,신림동_029_1,ST-2373,은천동_065_2,1,11,1333,신림동,은천동,18,19,수,관악구,0.54,0.09,7.195187320178709,7.19668657083435
587169,2024-04-17,도착시간,1825,ST-702,신림동_029_1,ST-919,고척1동_006_1,1,43,15350,신림동,고척1동,18,19,수,관악구,0.54,0.09,9.638870753015343,9.639001037687535
588446,2024-04-17,출발시간,1830,ST-702,신림동_029_1,ST-702,신림동_029_1,1,14,2107,신림동,신림동,18,19,수,관악구,0.54,0.09,7.653020413804189,7.653969180478774
588447,2024-04-17,출발시간,1830,ST-702,신림동_029_1,ST-952,조원동_019_2,1,10,1595,신림동,조원동,18,19,수,관악구,0.54,0.09,7.374629015218945,7.3758821482150125
588770,2024-04-17,도착시간,1830,ST-1270,신림동_030_1,ST-1357,신사동_012_1,1,14,2250,신림동,신사동,18,19,수,관악구,0.54,0.09,7.718685495198466,7.719573989259581
588771,2024-04-17,도착시간,1830,ST-1270,신림동_030_1,ST-2823,신길6동_007_1,1,16,2634,신림동,신길6동,18,19,수,관악구,0.54,0.09,7.876258882303226,7.877017895622398
590001,2024-04-17,도착시간,1830,ST-702,신림동_029_1,ST-1270,신림동_030_1,1,52,2692,신림동,신림동,18,19,수,관악구,0.54,0.09,7.898039690764619,7.898782356970309
590002,2024-04-17,도착시간,1830,ST-702,신림동_029_1,ST-702,신림동_029_1,1,49,2200,신림동,신림동,18,19,수,관악구,0.54,0.09,7.696212639346407,7.697121317282625
590003,2024-04-17,도착시간,1830,ST-702,신림동_029_1,ST-717,중앙동_028_1,1,20,2520,신림동,중앙동,18,19,수,관악구,0.54,0.09,7.832014180505469,7.8328075165248645
590004,2024-04-17,도착시간,1830,ST-702,신림동_029_1,ST-73,여의동_009_1,1,79,29120,신림동,여의동,18,19,수,관악구,0.54,0.09,10.279180502310622,10.279249181270849
590288,2024-04-17,출발시간,1835,ST-1259,신림동_019_1,ST-3105,신대방2동_011_1,1,7,1430,신림동,신대방2동,18,19,수,관악구,0.54,0.09,7.265429723253953,7.266827347520591
590296,2024-04-17,출발시간,1835,ST-1269,신림동_024_1,ST-724,서원동_043_1,1,15,1370,신림동,서원동,18,19,수,관악구,0.54,0.09,7.222566018822171,7.22402480828583
591404,2024-04-17,출발시간,1835,ST-702,신림동_029_1,ST-2200,북아현동_008_1,1,106,21820,신림동,북아현동,18,19,수,관악구,0.54,0.09,9.990582259387061,9.990673914215044
591405,2024-04-17,출발시간,1835,ST-702,신림동_029_1,ST-702,신림동_029_1,1,68,1155,신림동,신림동,18,19,수,관악구,0.54,0.09,7.051855622955894,7.053585727193677
591406,2024-04-17,출발시간,1835,ST-702,신림동_029_1,ST-726,대방동_065_2,1,33,2815,신림동,대방동,18,19,수,관악구,0.54,0.09,7.942717540573791,7.943427767876373
591739,2024-04-17,도착시간,1835,ST-1259,신림동_019_1,ST-714,은천동_051_1,1,6,1090,신림동,은천동,18,19,수,관악구,0.54,0.09,6.993932975223189,6.9957661563048505
592951,2024-04-17,도착시간,1835,ST-702,신림동_029_1,ST-2801,신길7동_022_1,1,22,2290,신림동,신길7동,18,19,수,관악구,0.54,0.09,7.736307096548285,7.73718007783463
593241,2024-04-17,출발시간,1840,ST-1259,신림동_019_1,ST-1548,은천동_065_1,1,7,1145,신림동,은천동,18,19,수,관악구,0.54,0.09,7.0431599159883405,7.044905117129371
593252,2024-04-17,출발시간,1840,ST-1270,신림동_030_1,ST-3105,신대방2동_011_1,1,8,908,신림동,신대방2동,18,19,수,관악구,0.54,0.09,6.811244378601294,6.813444599510896
594295,2024-04-17,출발시간,1840,ST-702,신림동_029_1,ST-703,신사동_023_1,1,20,2050,신림동,신사동,18,19,수,관악구,0.54,0.09,7.6255950721324535,7.62657020629066
595706,2024-04-17,도착시간,1840,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,46,1882,신림동,신대방2동,18,19,수,관악구,0.54,0.09,7.540090320145325,7.5411524551363085
595707,2024-04-17,도착시간,1840,ST-702,신림동_029_1,ST-952,조원동_019_2,1,10,1595,신림동,조원동,18,19,수,관악구,0.54,0.09,7.374629015218945,7.3758821482150125
595992,2024-04-17,출발시간,1845,ST-1259,신림동_019_1,ST-717,중앙동_028_1,1,16,1902,신림동,중앙동,18,19,수,관악구,0.54,0.09,7.550661243105336,7.55171221535131
595998,2024-04-17,출발시간,1845,ST-1270,신림동_030_1,ST-715,청룡동_034_2,1,14,2263,신림동,청룡동,18,19,수,관악구,0.54,0.09,7.724446645633537,7.725330037917135
595999,2024-04-17,출발시간,1845,ST-1270,신림동_030_1,ST-724,서원동_043_1,1,10,1732,신림동,서원동,18,19,수,관악구,0.54,0.09,7.4570320891223805,7.458186157340487
596965,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,21,3220,신림동,신대방1동,18,19,수,관악구,0.54,0.09,8.077136638538454,8.07775756373692
596966,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-2428,낙성대동_029_1,1,45,4722,신림동,낙성대동,18,19,수,관악구,0.54,0.09,8.459987717645458,8.460411177317253
596967,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-2614,신사동_044_1,1,63,4072,신림동,신사동,18,19,수,관악구,0.54,0.09,8.311889558230359,8.31238059678675
596968,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,14,2050,신림동,서림동,18,19,수,관악구,0.54,0.09,7.6255950721324535,7.62657020629066
596969,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-73,여의동_009_1,2,207,31331,신림동,여의동,18,19,수,관악구,0.54,0.09,10.35236330172604,10.352427134229572
596970,2024-04-17,출발시간,1845,ST-702,신림동_029_1,ST-885,삼성동_011_1,1,22,2566,신림동,삼성동,18,19,수,관악구,0.54,0.09,7.850103545175582,7.850882664809852
597250,2024-04-17,도착시간,1845,ST-1259,신림동_019_1,ST-1548,은천동_065_1,1,7,1145,신림동,은천동,18,19,수,관악구,0.54,0.09,7.0431599159883405,7.044905117129371
597251,2024-04-17,도착시간,1845,ST-1259,신림동_019_1,ST-3105,신대방2동_011_1,1,7,1430,신림동,신대방2동,18,19,수,관악구,0.54,0.09,7.265429723253953,7.266827347520591
597261,2024-04-17,도착시간,1845,ST-1270,신림동_030_1,ST-1259,신림동_019_1,1,48,8330,신림동,신림동,18,19,수,관악구,0.54,0.09,9.027618735160889,9.027858802380862
598438,2024-04-17,도착시간,1845,ST-702,신림동_029_1,ST-702,신림동_029_1,1,14,2107,신림동,신림동,18,19,수,관악구,0.54,0.09,7.653020413804189,7.653969180478774
599706,2024-04-17,출발시간,1850,ST-702,신림동_029_1,ST-884,중앙동_009_1,1,17,2807,신림동,중앙동,18,19,수,관악구,0.54,0.09,7.939871576361883,7.940583827104244
599993,2024-04-17,도착시간,1850,ST-1259,신림동_019_1,ST-2370,행운동_017_1,1,45,3216,신림동,행운동,18,19,수,관악구,0.54,0.09,8.075893630298857,8.076515327552329
600003,2024-04-17,도착시간,1850,ST-1269,신림동_024_1,ST-724,서원동_043_1,1,15,1370,신림동,서원동,18,19,수,관악구,0.54,0.09,7.222566018822171,7.22402480828583
600004,2024-04-17,도착시간,1850,ST-1270,신림동_030_1,ST-3105,신대방2동_011_1,1,8,908,신림동,신대방2동,18,19,수,관악구,0.54,0.09,6.811244378601294,6.813444599510896
