,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,시작_시간대,종료_시간대,요일,종료_동
403969,2024-04-20,출발시간,1410,ST-3180,방배3동_045_1,ST-753,방배2동_039_1,1,8,1648,방배3동,14,15,토,방배2동
403983,2024-04-20,출발시간,1410,ST-753,방배2동_039_1,ST-1310,방배2동_045_1,1,8,1296,방배2동,14,15,토,방배2동
403984,2024-04-20,출발시간,1410,ST-755,방배3동_012_1,ST-759,방배4동_022_1,1,13,2280,방배3동,14,15,토,방배4동
404290,2024-04-20,도착시간,1415,ST-1915,방배본동_026_1,ST-1923,잠원동_020_1,1,23,5132,방배본동,14,15,토,잠원동
404360,2024-04-20,도착시간,1415,ST-3180,방배3동_045_1,ST-753,방배2동_039_1,1,8,1648,방배3동,14,15,토,방배2동
404382,2024-04-20,도착시간,1415,ST-753,방배2동_039_1,ST-1310,방배2동_045_1,1,8,1296,방배2동,14,15,토,방배2동
404483,2024-04-20,출발시간,1420,ST-757,방배4동_026_2,ST-758,방배4동_004_1,1,13,633,방배4동,14,15,토,방배4동
404587,2024-04-20,도착시간,1420,ST-755,방배3동_012_1,ST-759,방배4동_022_1,1,13,2280,방배3동,14,15,토,방배4동
404775,2024-04-20,도착시간,1425,ST-3086,방배본동_015_1,ST-1160,서초4동_050_1,1,26,3758,방배본동,14,15,토,서초4동
404877,2024-04-20,출발시간,1430,ST-759,방배4동_022_1,ST-753,방배2동_039_1,1,5,1121,방배4동,14,15,토,방배2동
404995,2024-04-20,도착시간,1430,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,37,1443,방배4동,14,15,토,방배4동
405072,2024-04-20,출발시간,1435,ST-935,방배4동_002_1,ST-758,방배4동_004_1,1,34,2579,방배4동,14,15,토,방배4동
405073,2024-04-20,출발시간,1435,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,124,1060,방배4동,14,15,토,방배4동
405165,2024-04-20,도착시간,1435,ST-757,방배4동_026_2,ST-758,방배4동_004_1,1,13,633,방배4동,14,15,토,방배4동
405166,2024-04-20,도착시간,1435,ST-759,방배4동_022_1,ST-753,방배2동_039_1,1,5,1121,방배4동,14,15,토,방배2동
405760,2024-04-20,출발시간,1500,ST-2669,방배3동_006_1,ST-1553,서초3동_026_1,1,17,2850,방배3동,15,16,토,서초3동
405961,2024-04-20,도착시간,1505,ST-935,방배4동_002_1,ST-758,방배4동_004_1,1,34,2579,방배4동,15,16,토,방배4동
406014,2024-04-20,출발시간,1510,ST-758,방배4동_004_1,ST-1739,방배2동_005_1,1,50,2097,방배4동,15,16,토,방배2동
406015,2024-04-20,출발시간,1510,ST-758,방배4동_004_1,ST-1914,방배4동_026_1,1,67,5102,방배4동,15,16,토,방배4동
406080,2024-04-20,도착시간,1510,ST-935,방배4동_002_1,ST-758,방배4동_004_1,1,74,4896,방배4동,15,16,토,방배4동
406178,2024-04-20,도착시간,1515,ST-2669,방배3동_006_1,ST-1553,서초3동_026_1,1,17,2850,방배3동,15,16,토,서초3동
406990,2024-04-20,출발시간,1555,ST-1916,방배본동_030_1,ST-747,반포2동_037_1,1,11,2025,방배본동,15,15,토,반포2동
407026,2024-04-20,출발시간,1555,ST-759,방배4동_022_1,ST-759,방배4동_022_1,1,3,420,방배4동,15,15,토,방배4동
407109,2024-04-20,출발시간,1600,ST-1739,방배2동_005_1,ST-2368,사당2동_018_1,1,36,2560,방배2동,16,17,토,사당2동
407211,2024-04-20,도착시간,1600,ST-758,방배4동_004_1,ST-1739,방배2동_005_1,1,50,2097,방배4동,16,17,토,방배2동
407212,2024-04-20,도착시간,1600,ST-759,방배4동_022_1,ST-759,방배4동_022_1,1,3,420,방배4동,16,17,토,방배4동
407266,2024-04-20,출발시간,1605,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,113,570,방배본동,16,17,토,방배본동
407296,2024-04-20,도착시간,1605,ST-1916,방배본동_030_1,ST-747,반포2동_037_1,1,11,2025,방배본동,16,17,토,반포2동
407339,2024-04-20,도착시간,1605,ST-757,방배4동_026_2,ST-757,방배4동_026_2,1,127,800,방배4동,16,17,토,방배4동
407568,2024-04-20,도착시간,1615,ST-758,방배4동_004_1,ST-1914,방배4동_026_1,1,67,5102,방배4동,16,17,토,방배4동
407578,2024-04-20,출발시간,1620,ST-1914,방배4동_026_1,ST-1914,방배4동_026_1,1,110,1142,방배4동,16,17,토,방배4동
407883,2024-04-20,도착시간,1635,ST-1739,방배2동_005_1,ST-2368,사당2동_018_1,1,36,2560,방배2동,16,17,토,사당2동
407909,2024-04-20,도착시간,1635,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,124,1060,방배4동,16,17,토,방배4동
407940,2024-04-20,출발시간,1640,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,7,1068,방배4동,16,17,토,방배본동
408015,2024-04-20,출발시간,1645,ST-935,방배4동_002_1,ST-2359,사당3동_005_1,1,11,1240,방배4동,16,17,토,사당3동
408060,2024-04-20,출발시간,1650,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,12,1361,방배본동,16,17,토,방배본동
408098,2024-04-20,출발시간,1650,ST-752,방배1동_007_1,ST-752,방배1동_007_1,1,84,1578,방배1동,16,17,토,방배1동
408148,2024-04-20,도착시간,1650,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,7,1068,방배4동,16,17,토,방배본동
408341,2024-04-20,도착시간,1700,ST-935,방배4동_002_1,ST-2359,사당3동_005_1,1,11,1240,방배4동,17,18,토,사당3동
408394,2024-04-20,도착시간,1705,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,12,1361,방배본동,17,18,토,방배본동
409450,2024-04-20,도착시간,1800,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,113,570,방배본동,18,19,토,방배본동
409561,2024-04-20,출발시간,1810,ST-1914,방배4동_026_1,ST-2364,사당1동_015_1,1,103,8169,방배4동,18,19,토,사당1동
409602,2024-04-20,도착시간,1810,ST-1914,방배4동_026_1,ST-1914,방배4동_026_1,1,110,1142,방배4동,18,19,토,방배4동
409698,2024-04-20,도착시간,1815,ST-752,방배1동_007_1,ST-752,방배1동_007_1,1,84,1578,방배1동,18,19,토,방배1동
409839,2024-04-20,출발시간,1830,ST-2669,방배3동_006_1,ST-1915,방배본동_026_1,1,12,2114,방배3동,18,19,토,방배본동
410063,2024-04-20,도착시간,1845,ST-2669,방배3동_006_1,ST-1915,방배본동_026_1,1,12,2114,방배3동,18,19,토,방배본동
410178,2024-04-20,출발시간,1855,ST-758,방배4동_004_1,ST-949,방배본동_011_1,1,46,1170,방배4동,18,18,토,방배본동
410333,2024-04-20,출발시간,1910,ST-1916,방배본동_030_1,ST-2363,사당1동_034_1,1,13,1548,방배본동,19,20,토,사당1동
410418,2024-04-20,출발시간,1915,ST-935,방배4동_002_1,ST-694,사당2동_026_1,1,4,620,방배4동,19,20,토,사당2동
410450,2024-04-20,출발시간,1920,ST-2669,방배3동_006_1,ST-2359,사당3동_005_1,1,20,2154,방배3동,19,20,토,사당3동
410495,2024-04-20,도착시간,1920,ST-935,방배4동_002_1,ST-694,사당2동_026_1,1,4,620,방배4동,19,20,토,사당2동
410536,2024-04-20,도착시간,1925,ST-1916,방배본동_030_1,ST-2363,사당1동_034_1,1,13,1548,방배본동,19,20,토,사당1동
410709,2024-04-20,도착시간,1940,ST-2669,방배3동_006_1,ST-2359,사당3동_005_1,1,20,2154,방배3동,19,20,토,사당3동
410720,2024-04-20,도착시간,1940,ST-758,방배4동_004_1,ST-949,방배본동_011_1,1,46,1170,방배4동,19,20,토,방배본동
410840,2024-04-20,도착시간,1950,ST-1914,방배4동_026_1,ST-2364,사당1동_015_1,1,103,8169,방배4동,19,20,토,사당1동
412481,2024-04-20,출발시간,2055,ST-1310,방배2동_045_1,ST-2355,사당1동_004_1,1,17,2017,방배2동,20,20,토,사당1동
412845,2024-04-20,출발시간,2105,ST-1309,방배4동_020_1,ST-935,방배4동_002_1,1,3,930,방배4동,21,22,토,방배4동
412943,2024-04-20,도착시간,2105,ST-1309,방배4동_020_1,ST-935,방배4동_002_1,1,3,930,방배4동,21,22,토,방배4동
413293,2024-04-20,도착시간,2115,ST-1310,방배2동_045_1,ST-2355,사당1동_004_1,1,17,2017,방배2동,21,22,토,사당1동
413557,2024-04-20,출발시간,2125,ST-1557,방배3동_008_1,ST-760,방배4동_011_1,1,29,1630,방배3동,21,22,토,방배4동
414541,2024-04-20,출발시간,2150,ST-760,방배4동_011_1,ST-2362,사당1동_014_1,1,107,7339,방배4동,21,22,토,사당1동
414768,2024-04-20,도착시간,2155,ST-1557,방배3동_008_1,ST-760,방배4동_011_1,1,29,1630,방배3동,21,21,토,방배4동
415210,2024-04-20,출발시간,2205,ST-753,방배2동_039_1,ST-758,방배4동_004_1,1,14,1518,방배2동,22,23,토,방배4동
415443,2024-04-20,출발시간,2210,ST-752,방배1동_007_1,ST-2669,방배3동_006_1,1,3,492,방배1동,22,23,토,방배3동
415560,2024-04-20,도착시간,2210,ST-752,방배1동_007_1,ST-2669,방배3동_006_1,1,3,492,방배1동,22,23,토,방배3동
415687,2024-04-20,출발시간,2215,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,45,7513,방배본동,22,23,토,방배본동
416020,2024-04-20,도착시간,2220,ST-753,방배2동_039_1,ST-758,방배4동_004_1,1,14,1518,방배2동,22,23,토,방배4동
416063,2024-04-20,출발시간,2225,ST-1916,방배본동_030_1,ST-3086,방배본동_015_1,1,31,4870,방배본동,22,23,토,방배본동
417320,2024-04-20,출발시간,2250,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,43,10560,방배본동,22,23,토,방배본동
417489,2024-04-20,출발시간,2255,ST-1915,방배본동_026_1,ST-746,반포1동_045_2,1,27,3428,방배본동,22,22,토,반포1동
417579,2024-04-20,출발시간,2255,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,9,1446,방배본동,22,22,토,사당1동
417616,2024-04-20,도착시간,2255,ST-1916,방배본동_030_1,ST-3086,방배본동_015_1,1,31,4870,방배본동,22,22,토,방배본동
417953,2024-04-20,도착시간,2300,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,45,7513,방배본동,23,24,토,방배본동
418247,2024-04-20,도착시간,2305,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,9,1446,방배본동,23,24,토,사당1동
418291,2024-04-20,출발시간,2310,ST-1915,방배본동_026_1,ST-1924,반포4동_038_1,1,5,707,방배본동,23,24,토,반포4동
418615,2024-04-20,출발시간,2315,ST-759,방배4동_022_1,ST-760,방배4동_011_1,1,2,330,방배4동,23,24,토,방배4동
418679,2024-04-20,도착시간,2315,ST-1915,방배본동_026_1,ST-1924,반포4동_038_1,1,5,707,방배본동,23,24,토,반포4동
418788,2024-04-20,도착시간,2315,ST-759,방배4동_022_1,ST-760,방배4동_011_1,1,2,330,방배4동,23,24,토,방배4동
419090,2024-04-20,출발시간,2325,ST-1914,방배4동_026_1,ST-2363,사당1동_034_1,1,12,1970,방배4동,23,24,토,사당1동
419169,2024-04-20,출발시간,2325,ST-935,방배4동_002_1,ST-694,사당2동_026_1,1,6,610,방배4동,23,24,토,사당2동
419208,2024-04-20,도착시간,2325,ST-1915,방배본동_026_1,ST-746,반포1동_045_2,1,27,3428,방배본동,23,24,토,반포1동
419551,2024-04-20,도착시간,2330,ST-935,방배4동_002_1,ST-694,사당2동_026_1,1,6,610,방배4동,23,24,토,사당2동
419721,2024-04-20,도착시간,2335,ST-1914,방배4동_026_1,ST-2363,사당1동_034_1,1,12,1970,방배4동,23,24,토,사당1동
419779,2024-04-20,도착시간,2335,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,43,10560,방배본동,23,24,토,방배본동
419811,2024-04-20,도착시간,2335,ST-760,방배4동_011_1,ST-2362,사당1동_014_1,1,107,7339,방배4동,23,24,토,사당1동
419903,2024-04-20,출발시간,2340,ST-759,방배4동_022_1,ST-759,방배4동_022_1,1,18,1720,방배4동,23,24,토,방배4동
420171,2024-04-20,출발시간,2345,ST-935,방배4동_002_1,ST-3086,방배본동_015_1,1,6,900,방배4동,23,24,토,방배본동
420627,2024-04-20,도착시간,2355,ST-759,방배4동_022_1,ST-759,방배4동_022_1,1,18,1720,방배4동,23,23,토,방배4동
420639,2024-04-20,도착시간,2355,ST-935,방배4동_002_1,ST-3086,방배본동_015_1,1,6,900,방배4동,23,23,토,방배본동
420827,2024-04-21,출발시간,0,ST-753,방배2동_039_1,ST-729,사당1동_009_1,2,8,744,방배2동,0,1,일,사당1동
420940,2024-04-21,출발시간,5,ST-1914,방배4동_026_1,ST-2368,사당2동_018_1,1,5,618,방배4동,0,1,일,사당2동
421078,2024-04-21,출발시간,5,ST-949,방배본동_011_1,ST-1739,방배2동_005_1,1,7,1234,방배본동,0,1,일,방배2동
421143,2024-04-21,도착시간,5,ST-753,방배2동_039_1,ST-729,사당1동_009_1,2,8,744,방배2동,0,1,일,사당1동
421159,2024-04-21,출발시간,10,ST-1163,방배4동_043_1,ST-2356,흑석동_056_1,2,50,9781,방배4동,0,1,일,흑석동
421171,2024-04-21,출발시간,10,ST-1307,방배3동_009_1,ST-694,사당2동_026_1,1,14,2230,방배3동,0,1,일,사당2동
421203,2024-04-21,출발시간,10,ST-1739,방배2동_005_1,ST-923,사당2동_052_1,1,3,265,방배2동,0,1,일,사당2동
421258,2024-04-21,출발시간,10,ST-2669,방배3동_006_1,ST-764,서초3동_037_1,1,7,1489,방배3동,0,1,일,서초3동
421332,2024-04-21,출발시간,10,ST-752,방배1동_007_1,ST-764,서초3동_037_1,1,12,2137,방배1동,0,1,일,서초3동
421333,2024-04-21,출발시간,10,ST-755,방배3동_012_1,ST-2916,잠실본동_039_1,2,131,17880,방배3동,0,1,일,잠실본동
421334,2024-04-21,출발시간,10,ST-759,방배4동_022_1,ST-1152,사당3동_024_1,1,8,1360,방배4동,0,1,일,사당3동
421391,2024-04-21,도착시간,10,ST-1739,방배2동_005_1,ST-923,사당2동_052_1,1,3,265,방배2동,0,1,일,사당2동
421402,2024-04-21,도착시간,10,ST-1914,방배4동_026_1,ST-2368,사당2동_018_1,1,5,618,방배4동,0,1,일,사당2동
421475,2024-04-21,도착시간,10,ST-949,방배본동_011_1,ST-1739,방배2동_005_1,1,7,1234,방배본동,0,1,일,방배2동
421758,2024-04-21,도착시간,15,ST-2669,방배3동_006_1,ST-764,서초3동_037_1,1,7,1489,방배3동,0,1,일,서초3동
422116,2024-04-21,도착시간,20,ST-759,방배4동_022_1,ST-1152,사당3동_024_1,1,8,1360,방배4동,0,1,일,사당3동
422304,2024-04-21,도착시간,25,ST-1307,방배3동_009_1,ST-694,사당2동_026_1,1,14,2230,방배3동,0,1,일,사당2동
422425,2024-04-21,도착시간,25,ST-752,방배1동_007_1,ST-764,서초3동_037_1,1,12,2137,방배1동,0,1,일,서초3동
422817,2024-04-21,출발시간,35,ST-1915,방배본동_026_1,ST-1920,반포2동_038_1,1,21,1669,방배본동,0,1,일,반포2동
422943,2024-04-21,도착시간,35,ST-1163,방배4동_043_1,ST-2356,흑석동_056_1,2,50,9781,방배4동,0,1,일,흑석동
423238,2024-04-21,출발시간,40,ST-949,방배본동_011_1,ST-748,반포2동_017_1,1,9,1646,방배본동,0,1,일,반포2동
423405,2024-04-21,출발시간,45,ST-1163,방배4동_043_1,ST-1679,역삼1동_053_1,1,21,3730,방배4동,0,1,일,역삼1동
424009,2024-04-21,도착시간,50,ST-949,방배본동_011_1,ST-748,반포2동_017_1,1,9,1646,방배본동,0,1,일,반포2동
424217,2024-04-21,도착시간,55,ST-1915,방배본동_026_1,ST-1920,반포2동_038_1,1,21,1669,방배본동,0,0,일,반포2동
424381,2024-04-21,출발시간,100,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,22,2401,방배2동,1,2,일,방배본동
424689,2024-04-21,출발시간,105,ST-1739,방배2동_005_1,ST-1152,사당3동_024_1,1,8,1152,방배2동,1,2,일,사당3동
424690,2024-04-21,출발시간,105,ST-1739,방배2동_005_1,ST-1309,방배4동_020_1,1,8,700,방배2동,1,2,일,방배4동
424829,2024-04-21,도착시간,105,ST-1163,방배4동_043_1,ST-1679,역삼1동_053_1,1,21,3730,방배4동,1,2,일,역삼1동
425444,2024-04-21,도착시간,115,ST-1739,방배2동_005_1,ST-1152,사당3동_024_1,1,8,1152,방배2동,1,2,일,사당3동
425445,2024-04-21,도착시간,115,ST-1739,방배2동_005_1,ST-1309,방배4동_020_1,1,8,700,방배2동,1,2,일,방배4동
425557,2024-04-21,도착시간,115,ST-755,방배3동_012_1,ST-2916,잠실본동_039_1,2,131,17880,방배3동,1,2,일,잠실본동
425590,2024-04-21,출발시간,120,ST-1309,방배4동_020_1,ST-1914,방배4동_026_1,1,3,630,방배4동,1,2,일,방배4동
425734,2024-04-21,도착시간,120,ST-1309,방배4동_020_1,ST-1914,방배4동_026_1,1,3,630,방배4동,1,2,일,방배4동
425752,2024-04-21,도착시간,120,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,22,2401,방배2동,1,2,일,방배본동
425907,2024-04-21,출발시간,125,ST-1915,방배본동_026_1,ST-1910,반포3동_001_1,1,10,1901,방배본동,1,2,일,반포3동
425937,2024-04-21,출발시간,125,ST-2669,방배3동_006_1,ST-1163,방배4동_043_1,1,5,917,방배3동,1,2,일,방배4동
426389,2024-04-21,도착시간,130,ST-2669,방배3동_006_1,ST-1163,방배4동_043_1,1,5,917,방배3동,1,2,일,방배4동
426583,2024-04-21,출발시간,135,ST-757,방배4동_026_2,ST-2368,사당2동_018_1,1,6,1160,방배4동,1,2,일,사당2동
426592,2024-04-21,출발시간,135,ST-935,방배4동_002_1,ST-760,방배4동_011_1,1,3,425,방배4동,1,2,일,방배4동
426593,2024-04-21,출발시간,135,ST-949,방배본동_011_1,ST-2948,남현동_002_1,1,15,2232,방배본동,1,2,일,남현동
426642,2024-04-21,도착시간,135,ST-1915,방배본동_026_1,ST-1910,반포3동_001_1,1,10,1901,방배본동,1,2,일,반포3동
427012,2024-04-21,도착시간,140,ST-757,방배4동_026_2,ST-2368,사당2동_018_1,1,6,1160,방배4동,1,2,일,사당2동
427020,2024-04-21,도착시간,140,ST-935,방배4동_002_1,ST-760,방배4동_011_1,1,3,425,방배4동,1,2,일,방배4동
427034,2024-04-21,출발시간,145,ST-1163,방배4동_043_1,ST-748,반포2동_017_1,1,14,2701,방배4동,1,2,일,반포2동
427039,2024-04-21,출발시간,145,ST-1315,방배2동_046_1,ST-754,방배2동_048_1,1,5,1045,방배2동,1,2,일,방배2동
427407,2024-04-21,도착시간,150,ST-1315,방배2동_046_1,ST-754,방배2동_048_1,1,5,1045,방배2동,1,2,일,방배2동
427524,2024-04-21,도착시간,150,ST-949,방배본동_011_1,ST-2948,남현동_002_1,1,15,2232,방배본동,1,2,일,남현동
427778,2024-04-21,출발시간,200,ST-1307,방배3동_009_1,ST-753,방배2동_039_1,1,1,481,방배3동,2,3,일,방배2동
427875,2024-04-21,출발시간,200,ST-753,방배2동_039_1,ST-923,사당2동_052_1,2,20,1967,방배2동,2,3,일,사당2동
427894,2024-04-21,도착시간,200,ST-1163,방배4동_043_1,ST-748,반포2동_017_1,1,14,2701,방배4동,2,3,일,반포2동
427898,2024-04-21,도착시간,200,ST-1307,방배3동_009_1,ST-753,방배2동_039_1,1,1,481,방배3동,2,3,일,방배2동
428044,2024-04-21,출발시간,205,ST-1739,방배2동_005_1,ST-712,남현동_025_1,1,6,1032,방배2동,2,3,일,남현동
428145,2024-04-21,출발시간,205,ST-752,방배1동_007_1,ST-2948,남현동_002_1,1,30,4070,방배1동,2,3,일,남현동
428300,2024-04-21,출발시간,210,ST-1307,방배3동_009_1,ST-760,방배4동_011_1,1,10,951,방배3동,2,3,일,방배4동
428473,2024-04-21,도착시간,210,ST-1739,방배2동_005_1,ST-712,남현동_025_1,1,6,1032,방배2동,2,3,일,남현동
428579,2024-04-21,도착시간,210,ST-753,방배2동_039_1,ST-923,사당2동_052_1,2,20,1967,방배2동,2,3,일,사당2동
428684,2024-04-21,출발시간,215,ST-753,방배2동_039_1,ST-2449,원효로2동_027_3,1,54,8793,방배2동,2,3,일,원효로2동
428962,2024-04-21,도착시간,220,ST-1307,방배3동_009_1,ST-760,방배4동_011_1,1,10,951,방배3동,2,3,일,방배4동
429222,2024-04-21,출발시간,225,ST-754,방배2동_048_1,ST-2948,남현동_002_1,1,4,689,방배2동,2,3,일,남현동
429232,2024-04-21,출발시간,225,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,9,1381,방배본동,2,3,일,사당1동
429595,2024-04-21,도착시간,230,ST-754,방배2동_048_1,ST-2948,남현동_002_1,1,4,689,방배2동,2,3,일,남현동
429805,2024-04-21,도착시간,235,ST-752,방배1동_007_1,ST-2948,남현동_002_1,1,30,4070,방배1동,2,3,일,남현동
429815,2024-04-21,도착시간,235,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,9,1381,방배본동,2,3,일,사당1동
430109,2024-04-21,출발시간,245,ST-757,방배4동_026_2,ST-2368,사당2동_018_1,1,29,933,방배4동,2,3,일,사당2동
430255,2024-04-21,출발시간,250,ST-1916,방배본동_030_1,ST-750,반포3동_001_2,1,18,3218,방배본동,2,3,일,반포3동
430417,2024-04-21,출발시간,255,ST-1163,방배4동_043_1,ST-2663,반포4동_008_1,1,19,3004,방배4동,2,2,일,반포4동
430876,2024-04-21,출발시간,305,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,4,692,방배2동,3,4,일,방배2동
431116,2024-04-21,도착시간,310,ST-1916,방배본동_030_1,ST-750,반포3동_001_2,1,18,3218,방배본동,3,4,일,반포3동
431170,2024-04-21,도착시간,310,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,4,692,방배2동,3,4,일,방배2동
431171,2024-04-21,도착시간,310,ST-753,방배2동_039_1,ST-2449,원효로2동_027_3,1,54,8793,방배2동,3,4,일,원효로2동
431269,2024-04-21,출발시간,315,ST-759,방배4동_022_1,ST-924,사당1동_002_1,1,10,1296,방배4동,3,4,일,사당1동
431280,2024-04-21,도착시간,315,ST-1163,방배4동_043_1,ST-2663,반포4동_008_1,1,19,3004,방배4동,3,4,일,반포4동
431363,2024-04-21,도착시간,315,ST-757,방배4동_026_2,ST-2368,사당2동_018_1,1,29,933,방배4동,3,4,일,사당2동
431714,2024-04-21,도착시간,325,ST-759,방배4동_022_1,ST-924,사당1동_002_1,1,10,1296,방배4동,3,4,일,사당1동
431934,2024-04-21,출발시간,335,ST-3086,방배본동_015_1,ST-882,은천동_039_1,2,74,13885,방배본동,3,4,일,은천동
433027,2024-04-21,출발시간,410,ST-758,방배4동_004_1,ST-712,남현동_025_1,1,8,1653,방배4동,4,5,일,남현동
433079,2024-04-21,도착시간,410,ST-3086,방배본동_015_1,ST-882,은천동_039_1,2,74,13885,방배본동,4,5,일,은천동
433369,2024-04-21,도착시간,420,ST-758,방배4동_004_1,ST-712,남현동_025_1,1,8,1653,방배4동,4,5,일,남현동
433563,2024-04-21,출발시간,430,ST-935,방배4동_002_1,ST-2934,반포본동_020_1,1,17,2410,방배4동,4,5,일,반포본동
434047,2024-04-21,도착시간,450,ST-935,방배4동_002_1,ST-2934,반포본동_020_1,1,17,2410,방배4동,4,5,일,반포본동
434275,2024-04-21,출발시간,505,ST-753,방배2동_039_1,ST-2364,사당1동_015_1,1,12,1327,방배2동,5,6,일,사당1동
434376,2024-04-21,출발시간,510,ST-759,방배4동_022_1,ST-1307,방배3동_009_1,1,10,1450,방배4동,5,6,일,방배3동
434543,2024-04-21,도착시간,515,ST-753,방배2동_039_1,ST-2364,사당1동_015_1,1,12,1327,방배2동,5,6,일,사당1동
434645,2024-04-21,도착시간,520,ST-759,방배4동_022_1,ST-1307,방배3동_009_1,1,10,1450,방배4동,5,6,일,방배3동
435068,2024-04-21,출발시간,540,ST-760,방배4동_011_1,ST-712,남현동_025_1,1,7,1113,방배4동,5,6,일,남현동
435405,2024-04-21,도착시간,550,ST-760,방배4동_011_1,ST-712,남현동_025_1,1,7,1113,방배4동,5,6,일,남현동
435783,2024-04-21,출발시간,605,ST-757,방배4동_026_2,ST-753,방배2동_039_1,1,9,1890,방배4동,6,7,일,방배2동
436137,2024-04-21,도착시간,615,ST-757,방배4동_026_2,ST-753,방배2동_039_1,1,9,1890,방배4동,6,7,일,방배2동
436497,2024-04-21,출발시간,630,ST-1307,방배3동_009_1,ST-3086,방배본동_015_1,1,13,2734,방배3동,6,7,일,방배본동
436872,2024-04-21,출발시간,640,ST-1916,방배본동_030_1,ST-2688,압구정동_012_1,1,57,10724,방배본동,6,7,일,압구정동
437174,2024-04-21,도착시간,645,ST-1307,방배3동_009_1,ST-3086,방배본동_015_1,1,13,2734,방배3동,6,7,일,방배본동
437741,2024-04-21,출발시간,700,ST-1916,방배본동_030_1,ST-760,방배4동_011_1,1,5,1279,방배본동,7,8,일,방배4동
437769,2024-04-21,출발시간,700,ST-2669,방배3동_006_1,ST-1914,방배4동_026_1,1,8,1170,방배3동,7,8,일,방배4동
437809,2024-04-21,출발시간,700,ST-757,방배4동_026_2,ST-2669,방배3동_006_1,1,7,1024,방배4동,7,8,일,방배3동
437924,2024-04-21,출발시간,705,ST-1557,방배3동_008_1,ST-1557,방배3동_008_1,1,4,67,방배3동,7,8,일,방배3동
437987,2024-04-21,출발시간,705,ST-3086,방배본동_015_1,ST-2494,염창동_002_1,1,44,13099,방배본동,7,8,일,염창동
438046,2024-04-21,도착시간,705,ST-1916,방배본동_030_1,ST-760,방배4동_011_1,1,5,1279,방배본동,7,8,일,방배4동
438097,2024-04-21,도착시간,705,ST-757,방배4동_026_2,ST-2669,방배3동_006_1,1,7,1024,방배4동,7,8,일,방배3동
438136,2024-04-21,출발시간,710,ST-1915,방배본동_026_1,ST-2664,반포2동_043_2,1,13,1960,방배본동,7,8,일,반포2동
438226,2024-04-21,출발시간,710,ST-758,방배4동_004_1,ST-753,방배2동_039_1,1,9,1468,방배4동,7,8,일,방배2동
438248,2024-04-21,도착시간,710,ST-1557,방배3동_008_1,ST-1557,방배3동_008_1,1,4,67,방배3동,7,8,일,방배3동
438291,2024-04-21,도착시간,710,ST-2669,방배3동_006_1,ST-1914,방배4동_026_1,1,8,1170,방배3동,7,8,일,방배4동
438478,2024-04-21,출발시간,715,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,3,658,방배4동,7,8,일,방배본동
438572,2024-04-21,도착시간,715,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,3,658,방배4동,7,8,일,방배본동
438833,2024-04-21,도착시간,720,ST-758,방배4동_004_1,ST-753,방배2동_039_1,1,9,1468,방배4동,7,8,일,방배2동
438894,2024-04-21,출발시간,725,ST-1916,방배본동_030_1,ST-877,노량진1동_001_5,1,18,4910,방배본동,7,8,일,노량진1동
439033,2024-04-21,도착시간,725,ST-1915,방배본동_026_1,ST-2664,반포2동_043_2,1,13,1960,방배본동,7,8,일,반포2동
439223,2024-04-21,출발시간,730,ST-3086,방배본동_015_1,ST-935,방배4동_002_1,1,4,980,방배본동,7,8,일,방배4동
439558,2024-04-21,출발시간,735,ST-935,방배4동_002_1,ST-3086,방배본동_015_1,1,43,2627,방배4동,7,8,일,방배본동
439607,2024-04-21,도착시간,735,ST-1916,방배본동_030_1,ST-2688,압구정동_012_1,1,57,10724,방배본동,7,8,일,압구정동
439663,2024-04-21,도착시간,735,ST-3086,방배본동_015_1,ST-935,방배4동_002_1,1,4,980,방배본동,7,8,일,방배4동
