,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,시작_시간대,종료_시간대,요일,종료_동
276,2024-04-19,출발시간,0,ST-753,방배2동_039_1,ST-322,원효로2동_007_1,1,44,8090,방배2동,0,1,금,원효로2동
277,2024-04-19,출발시간,0,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,1,0,방배2동,0,1,금,사당1동
278,2024-04-19,출발시간,0,ST-758,방배4동_004_1,ST-1915,방배본동_026_1,1,5,893,방배4동,0,1,금,방배본동
334,2024-04-19,도착시간,0,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,1,0,방배2동,0,1,금,사당1동
404,2024-04-19,출발시간,5,ST-1557,방배3동_008_1,ST-753,방배2동_039_1,1,34,5400,방배3동,0,1,금,방배2동
602,2024-04-19,출발시간,5,ST-760,방배4동_011_1,ST-732,사당3동_029_1,1,8,1240,방배4동,0,1,금,사당3동
856,2024-04-19,출발시간,10,ST-1915,방배본동_026_1,ST-2649,상도2동_008_1,1,47,10702,방배본동,0,1,금,상도2동
1064,2024-04-19,출발시간,10,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,4,696,방배4동,0,1,금,방배본동
1239,2024-04-19,도착시간,10,ST-758,방배4동_004_1,ST-1915,방배본동_026_1,1,5,893,방배4동,0,1,금,방배본동
1342,2024-04-19,출발시간,15,ST-1915,방배본동_026_1,ST-757,방배4동_026_2,1,3,1085,방배본동,0,1,금,방배4동
1593,2024-04-19,도착시간,15,ST-1915,방배본동_026_1,ST-757,방배4동_026_2,1,3,1085,방배본동,0,1,금,방배4동
1703,2024-04-19,도착시간,15,ST-760,방배4동_011_1,ST-732,사당3동_029_1,1,8,1240,방배4동,0,1,금,사당3동
1722,2024-04-19,도착시간,15,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,4,696,방배4동,0,1,금,방배본동
1785,2024-04-19,출발시간,20,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,13,1260,방배2동,0,1,금,방배본동
1950,2024-04-19,출발시간,20,ST-758,방배4동_004_1,ST-2948,남현동_002_1,1,9,1454,방배4동,0,1,금,남현동
1951,2024-04-19,출발시간,20,ST-759,방배4동_022_1,ST-1152,사당3동_024_1,1,9,1320,방배4동,0,1,금,사당3동
1952,2024-04-19,출발시간,20,ST-760,방배4동_011_1,ST-753,방배2동_039_1,1,8,840,방배4동,0,1,금,방배2동
2431,2024-04-19,출발시간,25,ST-758,방배4동_004_1,ST-1163,방배4동_043_1,1,7,694,방배4동,0,1,금,방배4동
2643,2024-04-19,도착시간,25,ST-758,방배4동_004_1,ST-2948,남현동_002_1,1,9,1454,방배4동,0,1,금,남현동
2687,2024-04-19,출발시간,30,ST-1163,방배4동_043_1,ST-928,반포2동_043_3,2,124,11360,방배4동,0,1,금,반포2동
2896,2024-04-19,출발시간,30,ST-753,방배2동_039_1,ST-1152,사당3동_024_1,1,9,1630,방배2동,0,1,금,사당3동
2897,2024-04-19,출발시간,30,ST-753,방배2동_039_1,ST-2359,사당3동_005_1,1,8,1480,방배2동,0,1,금,사당3동
2898,2024-04-19,출발시간,30,ST-757,방배4동_026_2,ST-758,방배4동_004_1,1,3,514,방배4동,0,1,금,방배4동
2899,2024-04-19,출발시간,30,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,2,450,방배4동,0,1,금,방배4동
2900,2024-04-19,출발시간,30,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,5,991,방배4동,0,1,금,방배본동
2924,2024-04-19,출발시간,30,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,10,0,방배본동,0,1,금,방배본동
3143,2024-04-19,도착시간,30,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,2,450,방배4동,0,1,금,방배4동
3144,2024-04-19,도착시간,30,ST-759,방배4동_022_1,ST-1152,사당3동_024_1,1,9,1320,방배4동,0,1,금,사당3동
3145,2024-04-19,도착시간,30,ST-760,방배4동_011_1,ST-753,방배2동_039_1,1,8,840,방배4동,0,1,금,방배2동
3372,2024-04-19,출발시간,35,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,29,1170,방배2동,0,1,금,사당1동
3373,2024-04-19,출발시간,35,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,5,920,방배4동,0,1,금,방배본동
3473,2024-04-19,도착시간,35,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,13,1260,방배2동,0,1,금,방배본동
3625,2024-04-19,도착시간,35,ST-757,방배4동_026_2,ST-758,방배4동_004_1,1,3,514,방배4동,0,1,금,방배4동
3626,2024-04-19,도착시간,35,ST-758,방배4동_004_1,ST-1163,방배4동_043_1,1,7,694,방배4동,0,1,금,방배4동
3627,2024-04-19,도착시간,35,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,5,991,방배4동,0,1,금,방배본동
3898,2024-04-19,출발시간,40,ST-935,방배4동_002_1,ST-2225,동선동_012_1,1,81,17892,방배4동,0,1,금,동선동
3899,2024-04-19,출발시간,40,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,1,0,방배4동,0,1,금,방배4동
3955,2024-04-19,도착시간,40,ST-1557,방배3동_008_1,ST-753,방배2동_039_1,1,34,5400,방배3동,0,1,금,방배2동
4129,2024-04-19,도착시간,40,ST-753,방배2동_039_1,ST-1152,사당3동_024_1,1,9,1630,방배2동,0,1,금,사당3동
4130,2024-04-19,도착시간,40,ST-753,방배2동_039_1,ST-2359,사당3동_005_1,1,8,1480,방배2동,0,1,금,사당3동
4131,2024-04-19,도착시간,40,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,5,920,방배4동,0,1,금,방배본동
4152,2024-04-19,도착시간,40,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,1,0,방배4동,0,1,금,방배4동
4188,2024-04-19,출발시간,45,ST-1307,방배3동_009_1,ST-1557,방배3동_008_1,1,7,602,방배3동,0,1,금,방배3동
4221,2024-04-19,출발시간,45,ST-1914,방배4동_026_1,ST-1916,방배본동_030_1,1,2,450,방배4동,0,1,금,방배본동
4319,2024-04-19,출발시간,45,ST-3086,방배본동_015_1,ST-3072,여의동_005_4,1,56,12760,방배본동,0,1,금,여의동
4369,2024-04-19,출발시간,45,ST-752,방배1동_007_1,ST-1914,방배4동_026_1,1,2,450,방배1동,0,1,금,방배4동
4379,2024-04-19,출발시간,45,ST-949,방배본동_011_1,ST-3086,방배본동_015_1,1,3,420,방배본동,0,1,금,방배본동
4579,2024-04-19,도착시간,45,ST-752,방배1동_007_1,ST-1914,방배4동_026_1,1,2,450,방배1동,0,1,금,방배4동
4580,2024-04-19,도착시간,45,ST-753,방배2동_039_1,ST-322,원효로2동_007_1,1,44,8090,방배2동,0,1,금,원효로2동
4602,2024-04-19,도착시간,45,ST-949,방배본동_011_1,ST-3086,방배본동_015_1,1,3,420,방배본동,0,1,금,방배본동
4603,2024-04-19,도착시간,45,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,10,0,방배본동,0,1,금,방배본동
4723,2024-04-19,출발시간,50,ST-2669,방배3동_006_1,ST-1916,방배본동_030_1,1,12,1813,방배3동,0,1,금,방배본동
4800,2024-04-19,출발시간,50,ST-753,방배2동_039_1,ST-695,사당2동_001_1,1,17,3180,방배2동,0,1,금,사당2동
4801,2024-04-19,출발시간,50,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,4,995,방배4동,0,1,금,방배본동
4851,2024-04-19,도착시간,50,ST-1307,방배3동_009_1,ST-1557,방배3동_008_1,1,7,602,방배3동,0,1,금,방배3동
4889,2024-04-19,도착시간,50,ST-1914,방배4동_026_1,ST-1916,방배본동_030_1,1,2,450,방배4동,0,1,금,방배본동
5015,2024-04-19,출발시간,55,ST-1163,방배4동_043_1,ST-2663,반포4동_008_1,1,20,3230,방배4동,0,0,금,반포4동
5322,2024-04-19,도착시간,55,ST-1915,방배본동_026_1,ST-2649,상도2동_008_1,1,47,10702,방배본동,0,0,금,상도2동
5471,2024-04-19,도착시간,55,ST-760,방배4동_011_1,ST-949,방배본동_011_1,1,4,995,방배4동,0,0,금,방배본동
5548,2024-04-19,출발시간,100,ST-1739,방배2동_005_1,ST-753,방배2동_039_1,1,3,630,방배2동,1,2,금,방배2동
5687,2024-04-19,출발시간,100,ST-758,방배4동_004_1,ST-1152,사당3동_024_1,1,22,1736,방배4동,1,2,금,사당3동
5829,2024-04-19,도착시간,100,ST-2669,방배3동_006_1,ST-1916,방배본동_030_1,1,12,1813,방배3동,1,2,금,방배본동
6136,2024-04-19,출발시간,105,ST-752,방배1동_007_1,ST-2669,방배3동_006_1,1,2,0,방배1동,1,2,금,방배3동
6205,2024-04-19,도착시간,105,ST-1739,방배2동_005_1,ST-753,방배2동_039_1,1,3,630,방배2동,1,2,금,방배2동
6361,2024-04-19,도착시간,105,ST-753,방배2동_039_1,ST-695,사당2동_001_1,1,17,3180,방배2동,1,2,금,사당2동
6362,2024-04-19,도착시간,105,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,29,1170,방배2동,1,2,금,사당1동
6443,2024-04-19,출발시간,110,ST-1914,방배4동_026_1,ST-2669,방배3동_006_1,1,6,1088,방배4동,1,2,금,방배3동
6770,2024-04-19,도착시간,110,ST-752,방배1동_007_1,ST-2669,방배3동_006_1,1,2,0,방배1동,1,2,금,방배3동
6803,2024-04-19,출발시간,115,ST-1163,방배4동_043_1,ST-1905,서초2동_001_1,1,15,2629,방배4동,1,2,금,서초2동
6816,2024-04-19,출발시간,115,ST-1307,방배3동_009_1,ST-753,방배2동_039_1,2,5,1260,방배3동,1,2,금,방배2동
7000,2024-04-19,도착시간,115,ST-1163,방배4동_043_1,ST-2663,반포4동_008_1,1,20,3230,방배4동,1,2,금,반포4동
7337,2024-04-19,출발시간,120,ST-753,방배2동_039_1,ST-949,방배본동_011_1,1,11,2130,방배2동,1,2,금,방배본동
7350,2024-04-19,출발시간,120,ST-935,방배4동_002_1,ST-886,대학동_023_1,1,66,6950,방배4동,1,2,금,대학동
7381,2024-04-19,도착시간,120,ST-1307,방배3동_009_1,ST-753,방배2동_039_1,2,5,1260,방배3동,1,2,금,방배2동
7410,2024-04-19,도착시간,120,ST-1914,방배4동_026_1,ST-2669,방배3동_006_1,1,6,1088,방배4동,1,2,금,방배3동
7539,2024-04-19,도착시간,120,ST-758,방배4동_004_1,ST-1152,사당3동_024_1,1,22,1736,방배4동,1,2,금,사당3동
8112,2024-04-19,도착시간,130,ST-1163,방배4동_043_1,ST-1905,서초2동_001_1,1,15,2629,방배4동,1,2,금,서초2동
8113,2024-04-19,도착시간,130,ST-1163,방배4동_043_1,ST-928,반포2동_043_3,2,124,11360,방배4동,1,2,금,반포2동
8348,2024-04-19,출발시간,135,ST-1915,방배본동_026_1,ST-1264,청룡동_013_1,1,98,3439,방배본동,1,2,금,청룡동
8419,2024-04-19,출발시간,135,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,43,6586,방배본동,1,2,금,방배본동
8450,2024-04-19,출발시간,135,ST-753,방배2동_039_1,ST-923,사당2동_052_1,1,4,1410,방배2동,1,2,금,사당2동
8626,2024-04-19,도착시간,135,ST-753,방배2동_039_1,ST-949,방배본동_011_1,1,11,2130,방배2동,1,2,금,방배본동
8955,2024-04-19,도착시간,140,ST-753,방배2동_039_1,ST-923,사당2동_052_1,1,4,1410,방배2동,1,2,금,사당2동
9101,2024-04-19,출발시간,145,ST-753,방배2동_039_1,ST-2355,사당1동_004_1,1,4,710,방배2동,1,2,금,사당1동
9234,2024-04-19,도착시간,145,ST-3086,방배본동_015_1,ST-3072,여의동_005_4,1,56,12760,방배본동,1,2,금,여의동
9579,2024-04-19,도착시간,150,ST-753,방배2동_039_1,ST-2355,사당1동_004_1,1,4,710,방배2동,1,2,금,사당1동
9731,2024-04-19,출발시간,155,ST-935,방배4동_002_1,ST-760,방배4동_011_1,1,16,1500,방배4동,1,1,금,방배4동
10023,2024-04-19,출발시간,200,ST-752,방배1동_007_1,ST-2948,남현동_002_1,1,38,3312,방배1동,2,3,금,남현동
10513,2024-04-19,도착시간,205,ST-935,방배4동_002_1,ST-2225,동선동_012_1,1,81,17892,방배4동,2,3,금,동선동
10570,2024-04-19,출발시간,210,ST-1916,방배본동_030_1,ST-1655,반포2동_043_1,1,4,820,방배본동,2,3,금,반포2동
10631,2024-04-19,출발시간,210,ST-3086,방배본동_015_1,ST-712,남현동_025_1,1,14,2471,방배본동,2,3,금,남현동
10974,2024-04-19,출발시간,215,ST-949,방배본동_011_1,ST-2362,사당1동_014_1,1,7,1753,방배본동,2,3,금,사당1동
11029,2024-04-19,도착시간,215,ST-1916,방배본동_030_1,ST-1655,반포2동_043_1,1,4,820,방배본동,2,3,금,반포2동
11090,2024-04-19,도착시간,215,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,43,6586,방배본동,2,3,금,방배본동
11139,2024-04-19,도착시간,215,ST-935,방배4동_002_1,ST-760,방배4동_011_1,1,16,1500,방배4동,2,3,금,방배4동
11173,2024-04-19,출발시간,220,ST-1915,방배본동_026_1,ST-757,방배4동_026_2,1,9,1251,방배본동,2,3,금,방배4동
11215,2024-04-19,출발시간,220,ST-3086,방배본동_015_1,ST-2362,사당1동_014_1,1,12,2246,방배본동,2,3,금,사당1동
11426,2024-04-19,출발시간,225,ST-1915,방배본동_026_1,ST-1916,방배본동_030_1,1,2,0,방배본동,2,3,금,방배본동
11509,2024-04-19,출발시간,225,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,6,556,방배4동,2,3,금,방배본동
11510,2024-04-19,출발시간,225,ST-949,방배본동_011_1,ST-712,남현동_025_1,1,16,2380,방배본동,2,3,금,남현동
11609,2024-04-19,도착시간,225,ST-3086,방배본동_015_1,ST-712,남현동_025_1,1,14,2471,방배본동,2,3,금,남현동
11656,2024-04-19,도착시간,225,ST-935,방배4동_002_1,ST-886,대학동_023_1,1,66,6950,방배4동,2,3,금,대학동
11657,2024-04-19,도착시간,225,ST-949,방배본동_011_1,ST-2362,사당1동_014_1,1,7,1753,방배본동,2,3,금,사당1동
11701,2024-04-19,출발시간,230,ST-1915,방배본동_026_1,ST-1163,방배4동_043_1,1,4,1371,방배본동,2,3,금,방배4동
11760,2024-04-19,출발시간,230,ST-752,방배1동_007_1,ST-1924,반포4동_038_1,1,14,2249,방배1동,2,3,금,반포4동
11761,2024-04-19,출발시간,230,ST-760,방배4동_011_1,ST-1915,방배본동_026_1,1,27,1692,방배4동,2,3,금,방배본동
11824,2024-04-19,도착시간,230,ST-1915,방배본동_026_1,ST-1916,방배본동_030_1,1,2,0,방배본동,2,3,금,방배본동
11825,2024-04-19,도착시간,230,ST-1915,방배본동_026_1,ST-757,방배4동_026_2,1,9,1251,방배본동,2,3,금,방배4동
11876,2024-04-19,도착시간,230,ST-3086,방배본동_015_1,ST-2362,사당1동_014_1,1,12,2246,방배본동,2,3,금,사당1동
11920,2024-04-19,도착시간,230,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,6,556,방배4동,2,3,금,방배본동
11989,2024-04-19,출발시간,235,ST-3086,방배본동_015_1,ST-1169,잠원동_034_1,1,20,3726,방배본동,2,3,금,잠원동
12066,2024-04-19,도착시간,235,ST-1915,방배본동_026_1,ST-1163,방배4동_043_1,1,4,1371,방배본동,2,3,금,방배4동
12323,2024-04-19,도착시간,240,ST-752,방배1동_007_1,ST-2948,남현동_002_1,1,38,3312,방배1동,2,3,금,남현동
12491,2024-04-19,도착시간,245,ST-752,방배1동_007_1,ST-1924,반포4동_038_1,1,14,2249,방배1동,2,3,금,반포4동
12500,2024-04-19,도착시간,245,ST-949,방배본동_011_1,ST-712,남현동_025_1,1,16,2380,방배본동,2,3,금,남현동
12683,2024-04-19,출발시간,255,ST-1915,방배본동_026_1,ST-787,논현1동_043_1,1,23,3840,방배본동,2,2,금,논현1동
12684,2024-04-19,출발시간,255,ST-1916,방배본동_030_1,ST-750,반포3동_001_2,1,11,2550,방배본동,2,2,금,반포3동
12731,2024-04-19,출발시간,255,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,2,350,방배2동,2,2,금,사당1동
12791,2024-04-19,도착시간,255,ST-3086,방배본동_015_1,ST-1169,잠원동_034_1,1,20,3726,방배본동,2,2,금,잠원동
12809,2024-04-19,도착시간,255,ST-753,방배2동_039_1,ST-729,사당1동_009_1,1,2,350,방배2동,2,2,금,사당1동
12810,2024-04-19,도착시간,255,ST-760,방배4동_011_1,ST-1915,방배본동_026_1,1,27,1692,방배4동,2,2,금,방배본동
12820,2024-04-19,출발시간,300,ST-1163,방배4동_043_1,ST-1916,방배본동_030_1,1,4,111,방배4동,3,4,금,방배본동
13104,2024-04-19,도착시간,305,ST-1163,방배4동_043_1,ST-1916,방배본동_030_1,1,4,111,방배4동,3,4,금,방배본동
13132,2024-04-19,도착시간,305,ST-1916,방배본동_030_1,ST-750,반포3동_001_2,1,11,2550,방배본동,3,4,금,반포3동
13215,2024-04-19,출발시간,310,ST-1307,방배3동_009_1,ST-760,방배4동_011_1,1,7,1670,방배3동,3,4,금,방배4동
13319,2024-04-19,도착시간,310,ST-1915,방배본동_026_1,ST-1264,청룡동_013_1,1,98,3439,방배본동,3,4,금,청룡동
13410,2024-04-19,출발시간,315,ST-1739,방배2동_005_1,ST-924,사당1동_002_1,1,6,811,방배2동,3,4,금,사당1동
13487,2024-04-19,도착시간,315,ST-1307,방배3동_009_1,ST-760,방배4동_011_1,1,7,1670,방배3동,3,4,금,방배4동
13684,2024-04-19,도착시간,320,ST-1739,방배2동_005_1,ST-924,사당1동_002_1,1,6,811,방배2동,3,4,금,사당1동
13689,2024-04-19,도착시간,320,ST-1915,방배본동_026_1,ST-787,논현1동_043_1,1,23,3840,방배본동,3,4,금,논현1동
14813,2024-04-19,출발시간,355,ST-2669,방배3동_006_1,ST-752,방배1동_007_1,1,2,568,방배3동,3,3,금,방배1동
15018,2024-04-19,도착시간,400,ST-2669,방배3동_006_1,ST-752,방배1동_007_1,1,2,568,방배3동,4,5,금,방배1동
15530,2024-04-19,출발시간,420,ST-753,방배2동_039_1,ST-2368,사당2동_018_1,1,9,1514,방배2동,4,5,금,사당2동
15630,2024-04-19,출발시간,425,ST-2669,방배3동_006_1,ST-2364,사당1동_015_1,1,10,1958,방배3동,4,5,금,사당1동
15782,2024-04-19,출발시간,430,ST-760,방배4동_011_1,ST-754,방배2동_048_1,1,7,1565,방배4동,4,5,금,방배2동
15839,2024-04-19,도착시간,430,ST-753,방배2동_039_1,ST-2368,사당2동_018_1,1,9,1514,방배2동,4,5,금,사당2동
15880,2024-04-19,출발시간,435,ST-2669,방배3동_006_1,ST-2669,방배3동_006_1,1,0,0,방배3동,4,5,금,방배3동
15949,2024-04-19,도착시간,435,ST-2669,방배3동_006_1,ST-2364,사당1동_015_1,1,10,1958,방배3동,4,5,금,사당1동
15950,2024-04-19,도착시간,435,ST-2669,방배3동_006_1,ST-2669,방배3동_006_1,1,0,0,방배3동,4,5,금,방배3동
16018,2024-04-19,출발시간,440,ST-3180,방배3동_045_1,ST-1916,방배본동_030_1,1,15,2710,방배3동,4,5,금,방배본동
16095,2024-04-19,도착시간,440,ST-760,방배4동_011_1,ST-754,방배2동_048_1,1,7,1565,방배4동,4,5,금,방배2동
16159,2024-04-19,출발시간,445,ST-753,방배2동_039_1,ST-442,서빙고동_012_1,1,33,6239,방배2동,4,5,금,서빙고동
16160,2024-04-19,출발시간,445,ST-758,방배4동_004_1,ST-712,남현동_025_1,1,9,1674,방배4동,4,5,금,남현동
16486,2024-04-19,도착시간,455,ST-3180,방배3동_045_1,ST-1916,방배본동_030_1,1,15,2710,방배3동,4,4,금,방배본동
16501,2024-04-19,도착시간,455,ST-758,방배4동_004_1,ST-712,남현동_025_1,1,9,1674,방배4동,4,4,금,남현동
16715,2024-04-19,출발시간,505,ST-3086,방배본동_015_1,ST-748,반포2동_017_1,3,195,13436,방배본동,5,6,금,반포2동
16870,2024-04-19,출발시간,510,ST-759,방배4동_022_1,ST-1307,방배3동_009_1,1,7,1440,방배4동,5,6,금,방배3동
17098,2024-04-19,도착시간,515,ST-753,방배2동_039_1,ST-442,서빙고동_012_1,1,33,6239,방배2동,5,6,금,서빙고동
17099,2024-04-19,도착시간,515,ST-759,방배4동_022_1,ST-1307,방배3동_009_1,1,7,1440,방배4동,5,6,금,방배3동
17655,2024-04-19,출발시간,530,ST-755,방배3동_012_1,ST-753,방배2동_039_1,1,107,2434,방배3동,5,6,금,방배2동
17793,2024-04-19,출발시간,535,ST-1307,방배3동_009_1,ST-2359,사당3동_005_1,1,11,2110,방배3동,5,6,금,사당3동
17825,2024-04-19,출발시간,535,ST-1914,방배4동_026_1,ST-753,방배2동_039_1,1,9,1883,방배4동,5,6,금,방배2동
17826,2024-04-19,출발시간,535,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,4,826,방배본동,5,6,금,방배4동
18248,2024-04-19,도착시간,540,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,4,826,방배본동,5,6,금,방배4동
18488,2024-04-19,출발시간,545,ST-3086,방배본동_015_1,ST-750,반포3동_001_2,1,14,1966,방배본동,5,6,금,반포3동
18537,2024-04-19,출발시간,545,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,3,550,방배4동,5,6,금,방배4동
18538,2024-04-19,출발시간,545,ST-760,방배4동_011_1,ST-3086,방배본동_015_1,1,9,1340,방배4동,5,6,금,방배본동
18539,2024-04-19,출발시간,545,ST-760,방배4동_011_1,ST-753,방배2동_039_1,1,4,1003,방배4동,5,6,금,방배2동
18566,2024-04-19,도착시간,545,ST-1307,방배3동_009_1,ST-2359,사당3동_005_1,1,11,2110,방배3동,5,6,금,사당3동
18599,2024-04-19,도착시간,545,ST-1914,방배4동_026_1,ST-753,방배2동_039_1,1,9,1883,방배4동,5,6,금,방배2동
19038,2024-04-19,도착시간,550,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,3,550,방배4동,5,6,금,방배4동
19039,2024-04-19,도착시간,550,ST-760,방배4동_011_1,ST-753,방배2동_039_1,1,4,1003,방배4동,5,6,금,방배2동
19370,2024-04-19,도착시간,555,ST-3086,방배본동_015_1,ST-750,반포3동_001_2,1,14,1966,방배본동,5,5,금,반포3동
19407,2024-04-19,도착시간,555,ST-760,방배4동_011_1,ST-3086,방배본동_015_1,1,9,1340,방배4동,5,5,금,방배본동
19473,2024-04-19,출발시간,600,ST-1916,방배본동_030_1,ST-2664,반포2동_043_2,1,7,1340,방배본동,6,7,금,반포2동
19607,2024-04-19,출발시간,600,ST-753,방배2동_039_1,ST-3086,방배본동_015_1,1,12,2150,방배2동,6,7,금,방배본동
19608,2024-04-19,출발시간,600,ST-753,방배2동_039_1,ST-753,방배2동_039_1,1,5,82,방배2동,6,7,금,방배2동
19906,2024-04-19,출발시간,605,ST-2669,방배3동_006_1,ST-757,방배4동_026_2,1,7,1194,방배3동,6,7,금,방배4동
19987,2024-04-19,출발시간,605,ST-935,방배4동_002_1,ST-3239,여의동_005_7,1,28,7380,방배4동,6,7,금,여의동
20050,2024-04-19,도착시간,605,ST-1916,방배본동_030_1,ST-2664,반포2동_043_2,1,7,1340,방배본동,6,7,금,반포2동
20120,2024-04-19,도착시간,605,ST-3086,방배본동_015_1,ST-748,반포2동_017_1,1,61,4509,방배본동,6,7,금,반포2동
20157,2024-04-19,도착시간,605,ST-753,방배2동_039_1,ST-753,방배2동_039_1,1,5,82,방배2동,6,7,금,방배2동
20257,2024-04-19,출발시간,610,ST-1916,방배본동_030_1,ST-1900,서초4동_048_1,1,18,4100,방배본동,6,7,금,서초4동
20368,2024-04-19,출발시간,610,ST-3086,방배본동_015_1,ST-1152,사당3동_024_1,1,18,2640,방배본동,6,7,금,사당3동
20418,2024-04-19,출발시간,610,ST-758,방배4동_004_1,ST-747,반포2동_037_1,1,11,2468,방배4동,6,7,금,반포2동
20565,2024-04-19,도착시간,610,ST-2669,방배3동_006_1,ST-757,방배4동_026_2,1,7,1194,방배3동,6,7,금,방배4동
20601,2024-04-19,도착시간,610,ST-3086,방배본동_015_1,ST-748,반포2동_017_1,2,134,8928,방배본동,6,7,금,반포2동
20643,2024-04-19,도착시간,610,ST-753,방배2동_039_1,ST-3086,방배본동_015_1,1,12,2150,방배2동,6,7,금,방배본동
20678,2024-04-19,출발시간,615,ST-1310,방배2동_045_1,ST-754,방배2동_048_1,1,1,1000,방배2동,6,7,금,방배2동
20934,2024-04-19,도착시간,615,ST-1310,방배2동_045_1,ST-754,방배2동_048_1,1,1,1000,방배2동,6,7,금,방배2동
21217,2024-04-19,출발시간,620,ST-1915,방배본동_026_1,ST-2658,반포4동_024_1,1,7,1540,방배본동,6,7,금,반포4동
21325,2024-04-19,출발시간,620,ST-3086,방배본동_015_1,ST-2934,반포본동_020_1,1,4,814,방배본동,6,7,금,반포본동
21610,2024-04-19,도착시간,620,ST-758,방배4동_004_1,ST-747,반포2동_037_1,1,11,2468,방배4동,6,7,금,반포2동
21791,2024-04-19,출발시간,625,ST-2669,방배3동_006_1,ST-758,방배4동_004_1,1,8,1658,방배3동,6,7,금,방배4동
21912,2024-04-19,출발시간,625,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,2,0,방배4동,6,7,금,방배4동
22036,2024-04-19,도착시간,625,ST-1915,방배본동_026_1,ST-2658,반포4동_024_1,1,7,1540,방배본동,6,7,금,반포4동
22141,2024-04-19,도착시간,625,ST-3086,방배본동_015_1,ST-2934,반포본동_020_1,1,4,814,방배본동,6,7,금,반포본동
22298,2024-04-19,출발시간,630,ST-1739,방배2동_005_1,ST-753,방배2동_039_1,1,3,610,방배2동,6,7,금,방배2동
22609,2024-04-19,도착시간,630,ST-1739,방배2동_005_1,ST-753,방배2동_039_1,1,3,610,방배2동,6,7,금,방배2동
22627,2024-04-19,도착시간,630,ST-1916,방배본동_030_1,ST-1900,서초4동_048_1,1,18,4100,방배본동,6,7,금,서초4동
22721,2024-04-19,도착시간,630,ST-3086,방배본동_015_1,ST-1152,사당3동_024_1,1,18,2640,방배본동,6,7,금,사당3동
22780,2024-04-19,도착시간,630,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,2,0,방배4동,6,7,금,방배4동
22899,2024-04-19,출발시간,635,ST-1914,방배4동_026_1,ST-935,방배4동_002_1,1,4,833,방배4동,6,7,금,방배4동
23154,2024-04-19,출발시간,635,ST-935,방배4동_002_1,ST-757,방배4동_026_2,1,6,1197,방배4동,6,7,금,방배4동
23344,2024-04-19,도착시간,635,ST-2669,방배3동_006_1,ST-758,방배4동_004_1,1,8,1658,방배3동,6,7,금,방배4동
23455,2024-04-19,도착시간,635,ST-935,방배4동_002_1,ST-3239,여의동_005_7,1,28,7380,방배4동,6,7,금,여의동
23512,2024-04-19,출발시간,640,ST-1310,방배2동_045_1,ST-753,방배2동_039_1,1,8,1160,방배2동,6,7,금,방배2동
23513,2024-04-19,출발시간,640,ST-1315,방배2동_046_1,ST-1310,방배2동_045_1,1,1,470,방배2동,6,7,금,방배2동
23584,2024-04-19,출발시간,640,ST-1916,방배본동_030_1,ST-757,방배4동_026_2,1,2,0,방배본동,6,7,금,방배4동
23841,2024-04-19,출발시간,640,ST-754,방배2동_048_1,ST-712,남현동_025_1,1,3,518,방배2동,6,7,금,남현동
23842,2024-04-19,출발시간,640,ST-758,방배4동_004_1,ST-2363,사당1동_034_1,1,5,1015,방배4동,6,7,금,사당1동
23860,2024-04-19,출발시간,640,ST-935,방배4동_002_1,ST-752,방배1동_007_1,1,9,1680,방배4동,6,7,금,방배1동
23957,2024-04-19,도착시간,640,ST-1914,방배4동_026_1,ST-935,방배4동_002_1,1,4,833,방배4동,6,7,금,방배4동
